q	phi	n_nr	rank_minus1	is_max	V_minus1	argmax_m	V_argmax	margin
80863	80862	40431	1	1	1549083.246923	40431	1549083.246923	52863.793106
80911	80910	40455	1	1	1550104.331026	40455	1550104.331026	52901.088902
80923	80922	40461	1	1	1550342.543635	40461	1550342.543635	52910.821083
80963	80962	40481	1	1	1551212.813014	40481	1551212.813014	56131.220804
81019	81018	40509	1	1	1552378.177394	40509	1552378.177394	52940.110336
81023	81022	40511	1	1	1552449.835115	40511	1552449.835115	60151.049684
81031	81030	40515	1	1	1552637.684309	40515	1552637.684309	52980.001686
81043	81042	40521	1	1	1552894.048784	40521	1552894.048784	53000.438215
81071	81070	40535	1	1	1553462.184032	40535	1553462.184032	67308.454500
81047	81046	40523	1	1	1552977.513147	40523	1552977.513147	60188.092310
81083	81082	40541	1	1	1553738.279086	40541	1553738.279086	56192.886866
81119	81118	40559	1	1	1554505.514604	40559	1554505.514604	77089.812718
81131	81130	40565	1	1	1554746.534197	40565	1554746.534197	56226.095890
81163	81162	40581	1	1	1555434.168470	40581	1555434.168470	53063.944772
81199	81198	40599	1	1	1556193.843099	40599	1556193.843099	53054.864359
81203	81202	40601	1	1	1556276.359028	40601	1556276.359028	56298.918858
81223	81222	40611	1	1	1556691.397064	40611	1556691.397064	53102.826547
81239	81238	40619	1	1	1557049.198433	40619	1557049.198433	67440.294217
81283	81282	40641	1	1	1557963.567177	40641	1557963.567177	53147.493116
81299	81298	40649	1	1	1558316.375198	40649	1558316.375198	56332.720303
81307	81306	40653	1	1	1558458.835409	40653	1558458.835409	53149.071190
81331	81330	40665	1	1	1558980.303700	40665	1558980.303700	53174.509613
81343	81342	40671	1	1	1559248.794433	40671	1559248.794433	53197.065895
81359	81358	40679	1	1	1559583.933150	40679	1559583.933150	77315.698569
81371	81370	40685	1	1	1559824.349311	40685	1559824.349311	56367.896161
81439	81438	40719	1	1	1561279.772763	40719	1561279.772763	53209.609667
81463	81462	40731	1	1	1561768.746590	40731	1561768.746590	53261.639380
81527	81526	40763	1	1	1563133.570951	40763	1563133.570951	60478.742168
81547	81546	40773	1	1	1563532.047602	40773	1563532.047602	53321.316252
81551	81550	40775	1	1	1563657.311641	40775	1563657.311641	67708.489753
81559	81558	40779	1	1	1563836.480560	40779	1563836.480560	53350.341722
81563	81562	40781	1	1	1563883.111626	40781	1563883.111626	56525.824474
81611	81610	40805	1	1	1564891.005506	40805	1564891.005506	56555.808960
81619	81618	40809	1	1	1565084.036733	40809	1565084.036733	53325.940297
81667	81666	40833	1	1	1566102.712425	40833	1566102.712425	53395.170706
81647	81646	40823	1	1	1565679.098430	40823	1565679.098430	60611.204671
81671	81670	40835	1	1	1566192.637936	40835	1566192.637936	67810.222626
81703	81702	40851	1	1	1566871.782165	40851	1566871.782165	53384.749249
81707	81706	40853	1	1	1566950.638193	40853	1566950.638193	56626.534047
81727	81726	40863	1	1	1567366.714074	40863	1567366.714074	53427.404809
81799	81798	40899	1	1	1568907.261462	40899	1568907.261462	53467.827891
81839	81838	40919	1	1	1569715.823793	40919	1569715.823793	67940.582179
81847	81846	40923	1	1	1569911.641071	40923	1569911.641071	53501.812948
81883	81882	40941	1	1	1570672.574667	40941	1570672.574667	53542.484620
81899	81898	40949	1	1	1571022.668570	40949	1571022.668570	56730.804640
81919	81918	40959	1	1	1571447.777678	40959	1571447.777678	53561.163672
81931	81930	40965	1	1	1571706.884257	40965	1571706.884257	53597.869880
81943	81942	40971	1	1	1571932.383798	40971	1571932.383798	53539.997986
81967	81966	40983	1	1	1572438.622498	40983	1572438.622498	53575.009732
81971	81970	40985	1	1	1572541.864883	40985	1572541.864883	56775.337307
82003	82002	41001	1	1	1573230.188536	41001	1573230.188536	53626.773786
82007	82006	41003	1	1	1573303.735702	41003	1573303.735702	60823.840432
82031	82030	41015	1	1	1573812.650426	41015	1573812.650426	77918.973263
82039	82038	41019	1	1	1573983.967338	41019	1573983.967338	53651.090510
82051	82050	41025	1	1	1574239.887945	41025	1574239.887945	53661.515923
82067	82066	41033	1	1	1574564.274541	41033	1574564.274541	56874.195056
82139	82138	41069	1	1	1576078.719074	41069	1576078.719074	56896.953489
82163	82162	41081	1	1	1576617.174439	41081	1576617.174439	56957.120993
82171	82170	41085	1	1	1576791.743312	41085	1576791.743312	53743.158021
82183	82182	41091	1	1	1577035.288778	41091	1577035.288778	53730.743290
82207	82206	41103	1	1	1577545.275170	41103	1577545.275170	53767.749312
82219	82218	41109	1	1	1577799.762321	41109	1577799.762321	53753.134489
82223	82222	41111	1	1	1577870.518005	41111	1577870.518005	61063.253261
82231	82230	41115	1	1	1578040.358882	41115	1578040.358882	53757.203489
82267	82266	41133	1	1	1578813.557087	41133	1578813.557087	53792.514090
82279	82278	41139	1	1	1579063.495765	41139	1579063.495765	53785.995090
82307	82306	41153	1	1	1579664.298425	41153	1579664.298425	57036.392497
82339	82338	41169	1	1	1580363.932718	41169	1580363.932718	53856.054413
82351	82350	41175	1	1	1580611.366096	41175	1580611.366096	53874.945782
82387	82386	41193	1	1	1581352.474285	41193	1581352.474285	53851.603239
82463	82462	41231	1	1	1582968.986815	41231	1582968.986815	61213.864703
82471	82470	41235	1	1	1583137.815471	41235	1583137.815471	53928.284370
82483	82482	41241	1	1	1583381.002532	41241	1583381.002532	53935.380373
82487	82486	41243	1	1	1583480.507552	41243	1583480.507552	61246.018381
82499	82498	41249	1	1	1583693.220431	41249	1583693.220431	57175.490180
82507	82506	41253	1	1	1583898.212751	41253	1583898.212751	53943.142552
82531	82530	41265	1	1	1584415.704849	41265	1584415.704849	53935.470684
82559	82558	41279	1	1	1584997.004286	41279	1584997.004286	68547.702041
82567	82566	41283	1	1	1585209.415252	41283	1585209.415252	54011.383775
82571	82570	41285	1	1	1585259.678946	41285	1585259.678946	57228.411691
82591	82590	41295	1	1	1585715.574414	41295	1585715.574414	53987.042002
82619	82618	41309	1	1	1586283.718841	41309	1586283.718841	57274.098965
82651	82650	41325	1	1	1586960.546492	41325	1586960.546492	54025.751263
82699	82698	41349	1	1	1588001.284888	41349	1588001.284888	54105.787538
82723	82722	41361	1	1	1588468.859725	41361	1588468.859725	54072.322784
82727	82726	41363	1	1	1588590.887082	41363	1588590.887082	61396.905682
82759	82758	41379	1	1	1589245.617437	41379	1589245.617437	54120.313763
82763	82762	41381	1	1	1589295.532486	41381	1589295.532486	57360.103731
82787	82786	41393	1	1	1589847.870929	41393	1589847.870929	57380.399192
82799	82798	41399	1	1	1590092.693754	41399	1590092.693754	82110.604106
82811	82810	41405	1	1	1590351.476765	41405	1590351.476765	57369.472821
82847	82846	41423	1	1	1591120.261662	41423	1591120.261662	61513.116512
82883	82882	41441	1	1	1591874.164405	41441	1591874.164405	57455.306034
82891	82890	41445	1	1	1592052.342566	41445	1592052.342566	54205.962227
82903	82902	41451	1	1	1592285.886394	41451	1592285.886394	54215.457984
82939	82938	41469	1	1	1593096.963591	41469	1593096.963591	54255.679791
82963	82962	41481	1	1	1593575.135979	41481	1593575.135979	54247.921583
83003	83002	41501	1	1	1594421.581500	41501	1594421.581500	57532.342495
83023	83022	41511	1	1	1594844.413394	41511	1594844.413394	54281.956073
83047	83046	41523	1	1	1595357.608582	41523	1595357.608582	54297.394963
83059	83058	41529	1	1	1595606.129749	41529	1595606.129749	54281.440638
83063	83062	41531	1	1	1595697.639124	41531	1595697.639124	61680.118183
83071	83070	41535	1	1	1595848.543213	41535	1595848.543213	54273.439229
83203	83202	41601	1	1	1598656.548580	41601	1598656.548580	54360.254084
83207	83206	41603	1	1	1598738.345243	41603	1598738.345243	61763.528634
83227	83226	41613	1	1	1599165.740125	41613	1599165.740125	54411.129414
83219	83218	41609	1	1	1598999.789023	41609	1598999.789023	57653.101619
83231	83230	41615	1	1	1599257.364676	41615	1599257.364676	69077.008095
83243	83242	41621	1	1	1599469.828207	41621	1599469.828207	57689.928320
83267	83266	41633	1	1	1600020.620820	41633	1600020.620820	57694.664106
83299	83298	41649	1	1	1600700.928884	41649	1600700.928884	54475.711157
83311	83310	41655	1	1	1600945.372943	41655	1600945.372943	54427.346664
83339	83338	41669	1	1	1601525.650341	41669	1601525.650341	57747.071927
83383	83382	41691	1	1	1602464.278550	41691	1602464.278550	54491.781802
83399	83398	41699	1	1	1602794.808132	41699	1602794.808132	69249.312240
83407	83406	41703	1	1	1602986.741700	41703	1602986.741700	54522.776593
83423	83422	41711	1	1	1603322.512769	41711	1603322.512769	61945.723844
83431	83430	41715	1	1	1603503.072279	41715	1603503.072279	54543.227555
83443	83442	41721	1	1	1603748.320251	41721	1603748.320251	54548.425238
83459	83458	41729	1	1	1604069.176393	41729	1604069.176393	57845.663841
83471	83470	41735	1	1	1604344.049386	41735	1604344.049386	79321.520988
83563	83562	41781	1	1	1606298.531033	41781	1606298.531033	54626.900878
83579	83578	41789	1	1	1606619.082943	41789	1606619.082943	57931.892859
83591	83590	41795	1	1	1606914.818345	41795	1606914.818345	69425.050695
83639	83638	41819	1	1	1607903.518434	41819	1607903.518434	90019.618424
83663	83662	41831	1	1	1608425.719483	41831	1608425.719483	62130.391378
83719	83718	41859	1	1	1609614.212210	41859	1609614.212210	54715.331562
83791	83790	41895	1	1	1611137.110014	41895	1611137.110014	54784.584485
83843	83842	41921	1	1	1612243.483553	41921	1612243.483553	58110.862661
83891	83890	41945	1	1	1613263.805403	41945	1613263.805403	58150.222434
83911	83910	41955	1	1	1613690.832822	41955	1613690.832822	54870.292136
83903	83902	41951	1	1	1613516.207946	41951	1613516.207946	62293.616989
83939	83938	41969	1	1	1614261.910146	41969	1614261.910146	58178.993831
83983	83982	41991	1	1	1615210.222106	41991	1615210.222106	54911.775913
83987	83986	41993	1	1	1615296.728586	41993	1615296.728586	58213.187486
84011	84010	42005	1	1	1615797.903149	42005	1615797.903149	58233.419571
84047	84046	42023	1	1	1616571.586584	42023	1616571.586584	62354.539030
84059	84058	42029	1	1	1616838.170023	42029	1616838.170023	58255.377110
84067	84066	42033	1	1	1616983.835081	42033	1616983.835081	54967.537984
84127	84126	42063	1	1	1618304.755214	42063	1618304.755214	55023.960333
84131	84130	42065	1	1	1618310.721862	42065	1618310.721862	58303.383778
84143	84142	42071	1	1	1618626.529269	42071	1618626.529269	62489.489923
84163	84162	42081	1	1	1619031.648412	42081	1619031.648412	55029.895036
84179	84178	42089	1	1	1619379.593109	42089	1619379.593109	58333.102049
84199	84198	42099	1	1	1619799.012058	42099	1619799.012058	55041.906374
84191	84190	42095	1	1	1619632.652360	42095	1619632.652360	69909.042241
84211	84210	42105	1	1	1620048.918282	42105	1620048.918282	55050.597535
84223	84222	42111	1	1	1620302.509799	42111	1620302.509799	55020.460155
84239	84238	42119	1	1	1620646.658901	42119	1620646.658901	69932.635483
84247	84246	42123	1	1	1620815.231297	42123	1620815.231297	55092.195323
84263	84262	42131	1	1	1621134.731978	42131	1621134.731978	62559.658767
84299	84298	42149	1	1	1621892.894379	42149	1621892.894379	58426.513058
84307	84306	42153	1	1	1622088.691203	42153	1622088.691203	55113.446197
84319	84318	42159	1	1	1622348.427247	42159	1622348.427247	55133.815863
84347	84346	42173	1	1	1622938.314807	42173	1622938.314807	58441.527186
84391	84390	42195	1	1	1623883.820535	42195	1623883.820535	55195.924376
84407	84406	42203	1	1	1624235.452564	42203	1624235.452564	62677.223178
84431	84430	42215	1	1	1624706.189515	42215	1624706.189515	70094.739018
84443	84442	42221	1	1	1624966.124699	42221	1624966.124699	58533.177882
84463	84462	42231	1	1	1625392.754558	42231	1625392.754558	55229.231323
84467	84466	42233	1	1	1625510.822561	42233	1625510.822561	58561.225825
84499	84498	42249	1	1	1626175.584614	42249	1626175.584614	55214.462229
84503	84502	42251	1	1	1626230.994561	42251	1626230.994561	62728.566814
84523	84522	42261	1	1	1626673.310584	42261	1626673.310584	55254.569726
84551	84550	42275	1	1	1627284.369994	42275	1627284.369994	80246.198592
84559	84558	42279	1	1	1627427.402051	42279	1627427.402051	55285.921508
84631	84630	42315	1	1	1628977.497942	42315	1628977.497942	55328.758722
84659	84658	42329	1	1	1629571.458972	42329	1629571.458972	58682.066833
84691	84690	42345	1	1	1630251.858218	42345	1630251.858218	55363.148609
84719	84718	42359	1	1	1630843.453695	42359	1630843.453695	83986.268712
84731	84730	42365	1	1	1631106.111360	42365	1631106.111360	58735.282751
84751	84750	42375	1	1	1631551.935702	42375	1631551.935702	55408.783098
84787	84786	42393	1	1	1632290.464114	42393	1632290.464114	55422.462377
84811	84810	42405	1	1	1632795.454451	42405	1632795.454451	55449.521386
84827	84826	42413	1	1	1633175.262778	42413	1633175.262778	58810.127385
84859	84858	42429	1	1	1633820.330628	42429	1633820.330628	55484.371906
84871	84870	42435	1	1	1634077.805568	42435	1634077.805568	55494.700551
84919	84918	42459	1	1	1635131.596829	42459	1635131.596829	55543.256592
84947	84946	42473	1	1	1635705.788954	42473	1635705.788954	58879.602957
84967	84966	42483	1	1	1636150.430705	42483	1636150.430705	55572.572041
84979	84978	42489	1	1	1636400.677859	42489	1636400.677859	55587.935048
84991	84990	42495	1	1	1636614.146123	42495	1636614.146123	55557.075494
85027	85026	42513	1	1	1637386.534466	42513	1637386.534466	55569.614143
85087	85086	42543	1	1	1638664.754553	42543	1638664.754553	55627.079796
85091	85090	42545	1	1	1638762.707182	42545	1638762.707182	58940.592921
85103	85102	42551	1	1	1638984.537962	42551	1638984.537962	63195.063388
85147	85146	42573	1	1	1639955.808021	42573	1639955.808021	55684.021684
85159	85158	42579	1	1	1640207.115748	42579	1640207.115748	55657.527431
85199	85198	42599	1	1	1641062.547764	42599	1641062.547764	70753.928307
85223	85222	42611	1	1	1641541.138040	42611	1641541.138040	63282.922475
85243	85242	42621	1	1	1641999.796046	42621	1641999.796046	55753.054200
85247	85246	42623	1	1	1642058.502998	42623	1642058.502998	63291.434012
85259	85258	42629	1	1	1642333.456880	42629	1642333.456880	59107.273707
85303	85302	42651	1	1	1643265.662255	42651	1643265.662255	55757.917777
85331	85330	42665	1	1	1643856.204107	42665	1643856.204107	59108.042496
85363	85362	42681	1	1	1644533.578763	42681	1644533.578763	55780.576989
85411	85410	42705	1	1	1645551.679785	42705	1645551.679785	55822.649214
85427	85426	42713	1	1	1645898.890911	42713	1645898.890911	59183.830362
85439	85438	42719	1	1	1646146.711276	42719	1646146.711276	70932.717459
85447	85446	42723	1	1	1646311.383944	42723	1646311.383944	55874.825251
85451	85450	42725	1	1	1646410.808731	42725	1646410.808731	59207.309706
85487	85486	42743	1	1	1647195.008211	42743	1647195.008211	63486.441533
85523	85522	42761	1	1	1647930.640744	42761	1647930.640744	59291.649510
85531	85530	42765	1	1	1648123.590764	42765	1648123.590764	55940.096739
85571	85570	42785	1	1	1648967.496766	42785	1648967.496766	59327.862766
85607	85606	42803	1	1	1649719.994747	42803	1649719.994747	63565.529085
85619	85618	42809	1	1	1649979.851147	42809	1649979.851147	59313.856781
85627	85626	42813	1	1	1650189.708708	42813	1650189.708708	56016.118358
85639	85638	42819	1	1	1650397.147278	42819	1650397.147278	55983.376190
85643	85642	42821	1	1	1650490.450535	42821	1650490.450535	59353.697084
85667	85666	42833	1	1	1651006.655242	42833	1651006.655242	59361.903176
85703	85702	42851	1	1	1651763.831351	42851	1651763.831351	63642.992990
85691	85690	42845	1	1	1651485.581606	42845	1651485.581606	59386.584482
85711	85710	42855	1	1	1651943.392459	42855	1651943.392459	56039.993019
85751	85750	42875	1	1	1652780.623508	42875	1652780.623508	71197.206241
85819	85818	42909	1	1	1654277.204605	42909	1654277.204605	56139.577611
85831	85830	42915	1	1	1654490.058003	42915	1654490.058003	56069.834257
85843	85842	42921	1	1	1654743.090430	42921	1654743.090430	56122.881688
85847	85846	42923	1	1	1654828.360723	42923	1654828.360723	63723.174189
85903	85902	42951	1	1	1656026.300562	42951	1656026.300562	56130.275943
85931	85930	42965	1	1	1656587.055697	42965	1656587.055697	59541.030997
85991	85990	42995	1	1	1657908.599336	42995	1657908.599336	81698.007429
85999	85998	42999	1	1	1658064.910613	42999	1658064.910613	56221.375381
86011	86010	43005	1	1	1658366.616683	43005	1658366.616683	56279.620402
86027	86026	43013	1	1	1658654.858907	43013	1658654.858907	59609.538737
86083	86082	43041	1	1	1659848.716270	43041	1659848.716270	56242.544742
86111	86110	43055	1	1	1660425.387693	43055	1660425.387693	71497.386705
86131	86130	43065	1	1	1660874.390599	43065	1660874.390599	56319.278271
86143	86142	43071	1	1	1661132.169930	43071	1661132.169930	56323.356461
86171	86170	43085	1	1	1661709.578334	43085	1661709.578334	59735.836043
86179	86178	43089	1	1	1661936.296781	43089	1661936.296781	56384.674431
86183	86182	43091	1	1	1661976.561039	43091	1661976.561039	63996.223697
86239	86238	43119	1	1	1663165.997831	43119	1663165.997831	56352.467380
86263	86262	43131	1	1	1663714.520025	43131	1663714.520025	56425.750636
86243	86242	43121	1	1	1663258.999073	43121	1663258.999073	59786.466393
86287	86286	43143	1	1	1664233.422196	43143	1664233.422196	56449.937013
86291	86290	43145	1	1	1664253.086337	43145	1664253.086337	59792.942888
86311	86310	43155	1	1	1664708.156295	43155	1664708.156295	56431.865146
86323	86322	43161	1	1	1664961.080511	43161	1664961.080511	56432.168329
86351	86350	43175	1	1	1665562.615696	43175	1665562.615696	82051.173849
86371	86370	43185	1	1	1665995.997302	43185	1665995.997302	56490.424359
86399	86398	43199	1	1	1666578.852463	43199	1666578.852463	82108.785932
86423	86422	43211	1	1	1667096.730971	43211	1667096.730971	64158.013691
86467	86466	43233	1	1	1668036.385651	43233	1668036.385651	56561.195131
86491	86490	43245	1	1	1668554.407618	43245	1668554.407618	56579.609768
86531	86530	43265	1	1	1669373.485757	43265	1669373.485757	59943.812790
86539	86538	43269	1	1	1669558.653363	43269	1669558.653363	56551.391462
86579	86578	43289	1	1	1670408.704336	43289	1670408.704336	60004.621746
86587	86586	43293	1	1	1670565.660553	43293	1670565.660553	56613.542156
86599	86598	43299	1	1	1670835.426761	43299	1670835.426761	56620.548850
86627	86626	43313	1	1	1671433.907463	43313	1671433.907463	60018.777332
86711	86710	43355	1	1	1673216.173112	43355	1673216.173112	71978.944228
86719	86718	43359	1	1	1673388.415264	43359	1673388.415264	56713.160634
86767	86766	43383	1	1	1674417.410477	43383	1674417.410477	56727.103957
86743	86742	43371	1	1	1673903.897906	43371	1673903.897906	56695.340985
86771	86770	43385	1	1	1674471.440606	43385	1674471.440606	60144.534518
86783	86782	43391	1	1	1674760.440516	43391	1674760.440516	64446.881751
86843	86842	43421	1	1	1676021.427162	43421	1676021.427162	60192.007009
86851	86850	43425	1	1	1676200.696578	43425	1676200.696578	56756.651225
86923	86922	43461	1	1	1677733.126755	43461	1677733.126755	56832.865215
86927	86926	43463	1	1	1677840.281663	43463	1677840.281663	64550.020331
86939	86938	43469	1	1	1678082.700950	43469	1678082.700950	60250.012992
86951	86950	43475	1	1	1678333.607265	43475	1678333.607265	72171.822233
86959	86958	43479	1	1	1678536.980288	43479	1678536.980288	56860.935209
87011	87010	43505	1	1	1679622.269980	43505	1679622.269980	60284.027971
87071	87070	43535	1	1	1680861.184532	43535	1680861.184532	91683.954586
87083	87082	43541	1	1	1681157.456963	43541	1681157.456963	60360.465181
87103	87102	43551	1	1	1681568.157162	43551	1681568.157162	56939.719680
87107	87106	43553	1	1	1681662.561971	43553	1681662.561971	60363.315648
87119	87118	43559	1	1	1681920.595572	43559	1681920.595572	72335.739660
87151	87150	43575	1	1	1682598.517650	43575	1682598.517650	56978.931245
87179	87178	43589	1	1	1683189.155254	43589	1683189.155254	60388.959201
87187	87186	43593	1	1	1683362.656424	43593	1683362.656424	57000.897351
87211	87210	43605	1	1	1683877.824603	43605	1683877.824603	57027.477568
87223	87222	43611	1	1	1684119.873822	43611	1684119.873822	57023.021510
87251	87250	43625	1	1	1684732.333579	43625	1684732.333579	60457.108319
87299	87298	43649	1	1	1685716.621646	43649	1685716.621646	60509.014699
87323	87322	43661	1	1	1686278.675372	43661	1686278.675372	60531.606319
87359	87358	43679	1	1	1687027.647753	43679	1687027.647753	94014.597871
87383	87382	43691	1	1	1687519.496451	43691	1687519.496451	64863.157703
87403	87402	43701	1	1	1687956.272685	43701	1687956.272685	57148.605327
87407	87406	43703	1	1	1688042.920981	43703	1688042.920981	64835.203819
87427	87426	43713	1	1	1688459.778110	43713	1688459.778110	57162.064373
87443	87442	43721	1	1	1688817.204238	43721	1688817.204238	60601.441604
87491	87490	43745	1	1	1689845.838991	43745	1689845.838991	60647.625565
87511	87510	43755	1	1	1690271.699934	43755	1690271.699934	57226.323557
87523	87522	43761	1	1	1690518.134880	43761	1690518.134880	57234.915411
87539	87538	43769	1	1	1690845.696051	43769	1690845.696051	60657.367124
87547	87546	43773	1	1	1691037.810899	43773	1691037.810899	57235.402598
87559	87558	43779	1	1	1691291.892652	43779	1691291.892652	57254.550459
87583	87582	43791	1	1	1691806.101089	43791	1691806.101089	57267.032858
87587	87586	43793	1	1	1691903.210980	43793	1691903.210980	60685.251730
87623	87622	43811	1	1	1692654.341918	43811	1692654.341918	65049.220573
87631	87630	43815	1	1	1692857.564462	43815	1692857.564462	57325.160420
87643	87642	43821	1	1	1693074.865688	43821	1693074.865688	57308.312571
87671	87670	43835	1	1	1693670.701332	43835	1693670.701332	83296.743045
87679	87678	43839	1	1	1693857.511059	43839	1693857.511059	57290.443648
87683	87682	43841	1	1	1693943.328056	43841	1693943.328056	60789.945387
87691	87690	43845	1	1	1694105.995008	43845	1694105.995008	57333.235685
87719	87718	43859	1	1	1694694.927210	43859	1694694.927210	72829.940231
87739	87738	43869	1	1	1695127.156672	43869	1695127.156672	57350.638144
87743	87742	43871	1	1	1695217.955726	43871	1695217.955726	65155.888001
87751	87750	43875	1	1	1695399.611202	43875	1695399.611202	57383.148333
87803	87802	43901	1	1	1696491.627004	43901	1696491.627004	60840.230039
87767	87766	43883	1	1	1695729.259116	43883	1695729.259116	65124.519250
87811	87810	43905	1	1	1696686.590478	43905	1696686.590478	57433.267800
87911	87910	43955	1	1	1698806.444698	43955	1698806.444698	87189.273151
87887	87886	43943	1	1	1698289.392393	43943	1698289.392393	65238.695047
87931	87930	43965	1	1	1699220.496663	43965	1699220.496663	57496.929061
87943	87942	43971	1	1	1699470.903139	43971	1699470.903139	57492.926701
87959	87958	43979	1	1	1699793.583833	43979	1699793.583833	73030.634490
87991	87990	43995	1	1	1700505.463819	43995	1700505.463819	57504.592552
88003	88002	44001	1	1	1700758.181431	44001	1700758.181431	57542.985390
88007	88006	44003	1	1	1700849.968820	44003	1700849.968820	65350.962518
88019	88018	44009	1	1	1701087.851556	44009	1701087.851556	60996.356914
88079	88078	44039	1	1	1702355.847662	44039	1702355.847662	98081.214584
88211	88210	44105	1	1	1705181.803803	44105	1705181.803803	61131.944720
88223	88222	44111	1	1	1705448.394040	44111	1705448.394040	65491.327265
88259	88258	44129	1	1	1706218.936562	44129	1706218.936562	61149.948777
88327	88326	44163	1	1	1707675.810449	44163	1707675.810449	57754.807788
88339	88338	44169	1	1	1707950.992862	44169	1707950.992862	57774.263224
88379	88378	44189	1	1	1708777.687714	44189	1708777.687714	61248.665815
88411	88410	44205	1	1	1709448.834316	44205	1709448.834316	57806.554630
88423	88422	44211	1	1	1709709.771018	44211	1709709.771018	57807.323524
88427	88426	44213	1	1	1709808.065975	44213	1709808.065975	61288.117960
88463	88462	44231	1	1	1710548.644107	44231	1710548.644107	65676.991541
88471	88470	44235	1	1	1710749.188860	44235	1710749.188860	57849.857351
88499	88498	44249	1	1	1711338.201392	44249	1711338.201392	61320.775988
88523	88522	44261	1	1	1711858.479784	44261	1711858.479784	61362.718698
88547	88546	44273	1	1	1712375.769191	44273	1712375.769191	61373.643651
88591	88590	44295	1	1	1713293.616428	44295	1713293.616428	57930.142072
88607	88606	44303	1	1	1713643.357011	44303	1713643.357011	65801.137330
88643	88642	44321	1	1	1714426.367103	44321	1714426.367103	61458.070649
88651	88650	44325	1	1	1714585.864595	44325	1714585.864595	57984.424571
88663	88662	44331	1	1	1714850.708697	44331	1714850.708697	57975.321717
88667	88666	44333	1	1	1714933.414636	44333	1714933.414636	61461.173382
88747	88746	44373	1	1	1716654.761270	44373	1716654.761270	58046.283221
88771	88770	44385	1	1	1717146.617332	44385	1717146.617332	58031.200965
88799	88798	44399	1	1	1717751.104113	44399	1717751.104113	73729.287022
88807	88806	44403	1	1	1717920.128429	44403	1717920.128429	58058.777023
88811	88810	44405	1	1	1717969.387041	44405	1717969.387041	61528.623577
88819	88818	44409	1	1	1718160.366321	44409	1718160.366321	58074.133585
88843	88842	44421	1	1	1718673.778468	44421	1718673.778468	58088.561007
88867	88866	44433	1	1	1719188.554375	44433	1719188.554375	58107.718786
88883	88882	44441	1	1	1719546.949809	44441	1719546.949809	61617.405145
88903	88902	44451	1	1	1719973.957133	44451	1719973.957133	58140.808836
88919	88918	44459	1	1	1720265.998702	44459	1720265.998702	99022.013997
88951	88950	44475	1	1	1720990.837505	44475	1720990.837505	58156.500622
89003	89002	44501	1	1	1722079.174042	44501	1722079.174042	61687.479660
89051	89050	44525	1	1	1723082.694633	44525	1723082.694633	61722.427922
89071	89070	44535	1	1	1723565.578427	44535	1723565.578427	58248.017857
89083	89082	44541	1	1	1723794.466937	44541	1723794.466937	58229.773575
89087	89086	44543	1	1	1723888.018744	44543	1723888.018744	66147.195649
89107	89106	44553	1	1	1724317.006908	44553	1724317.006908	58250.175852
89119	89118	44559	1	1	1724579.668286	44559	1724579.668286	58276.438190
89123	89122	44561	1	1	1724624.890775	44561	1724624.890775	61768.469605
89203	89202	44601	1	1	1726356.515118	44601	1726356.515118	58316.059830
89227	89226	44613	1	1	1726879.860667	44613	1726879.860667	58341.404969
89231	89230	44615	1	1	1726959.774856	44615	1726959.774856	74070.645824
89303	89302	44651	1	1	1728514.815640	44651	1728514.815640	66323.191885
89363	89362	44681	1	1	1729772.834161	44681	1729772.834161	61914.052139
89371	89370	44685	1	1	1729938.008281	44685	1729938.008281	58394.328249
89387	89386	44693	1	1	1730284.488882	44693	1730284.488882	61941.714466
89399	89398	44699	1	1	1730525.680777	44699	1730525.680777	74225.670326
89431	89430	44715	1	1	1731238.085618	44715	1731238.085618	58432.633633
89443	89442	44721	1	1	1731490.354395	44721	1731490.354395	58441.663055
89459	89458	44729	1	1	1731836.683000	44729	1731836.683000	62011.322622
89491	89490	44745	1	1	1732511.996394	44745	1732511.996394	58514.885084
89519	89518	44759	1	1	1733120.851816	44759	1733120.851816	85064.955532
89527	89526	44763	1	1	1733281.293347	44763	1733281.293347	58525.731458
89563	89562	44781	1	1	1734049.266177	44781	1734049.266177	58556.767527
89567	89566	44783	1	1	1734154.273074	44783	1734154.273074	66516.728158
89591	89590	44795	1	1	1734642.339554	44795	1734642.339554	88844.455615
89599	89598	44799	1	1	1734827.217273	44799	1734827.217273	58586.490308
89603	89602	44801	1	1	1734910.721227	44801	1734910.721227	62104.803943
89611	89610	44805	1	1	1735072.889113	44805	1735072.889113	58585.722520
89627	89626	44813	1	1	1735416.693281	44813	1735416.693281	62108.614739
89659	89658	44829	1	1	1736119.652228	44829	1736119.652228	58644.699801
89671	89670	44835	1	1	1736367.840815	44835	1736367.840815	58640.505917
89759	89758	44879	1	1	1738229.959203	44879	1738229.959203	88995.583434
89767	89766	44883	1	1	1738424.941473	44883	1738424.941473	58723.630882
89779	89778	44889	1	1	1738676.215310	44889	1738676.215310	58705.893087
89783	89782	44891	1	1	1738768.601525	44891	1738768.601525	66656.132570
89819	89818	44909	1	1	1739545.368099	44909	1739545.368099	62242.805428
89839	89838	44919	1	1	1739943.107678	44919	1739943.107678	58739.031335
89867	89866	44933	1	1	1740549.280387	44933	1740549.280387	62294.527893
89891	89890	44945	1	1	1741063.836315	44945	1741063.836315	62301.450339
