q	phi	n_nr	rank_minus1	is_max	V_minus1	argmax_m	V_argmax	margin
17939	17938	8969	1	1	289597.945335	8969	289597.945335	12423.287972
17959	17958	8979	1	1	289966.557054	8979	289966.557054	11738.701132
17971	17970	8985	1	1	290186.552862	8985	290186.552862	11717.837035
17987	17986	8993	1	1	290496.903707	8993	290496.903707	12442.203042
18043	18042	9021	1	1	291489.108251	9021	291489.108251	11795.458542
18047	18046	9023	1	1	291580.351538	9023	291580.351538	13339.680818
18059	18058	9029	1	1	291788.483143	9029	291788.483143	12492.267207
18119	18118	9059	1	1	292879.752580	9059	292879.752580	19070.468715
18127	18126	9063	1	1	293036.441077	9063	293036.441077	11858.276070
18131	18130	9065	1	1	293080.843709	9065	293080.843709	12524.667566
18143	18142	9071	1	1	293305.540014	9071	293305.540014	13451.988071
18191	18190	9095	1	1	294175.181087	9095	294175.181087	20996.864091
18199	18198	9099	1	1	294324.660795	9099	294324.660795	11896.129693
18223	18222	9111	1	1	294763.571024	9111	294763.571024	11880.889761
18211	18210	9105	1	1	294549.838761	9105	294549.838761	11910.198741
18251	18250	9125	1	1	295272.958067	9125	295272.958067	12629.121849
18287	18286	9143	1	1	295938.720996	9143	295938.720996	13572.788075
18307	18306	9153	1	1	296311.299972	9153	296311.299972	11976.145528
18311	18310	9155	1	1	296388.218424	9155	296388.218424	18173.310509
18367	18366	9183	1	1	297399.517703	9183	297399.517703	12007.240953
18371	18370	9185	1	1	297487.355299	9185	297487.355299	12745.774360
18379	18378	9189	1	1	297618.948777	9189	297618.948777	11982.329319
18427	18426	9213	1	1	298468.722743	9213	298468.722743	12023.993500
18439	18438	9219	1	1	298705.796877	9219	298705.796877	12065.295572
18443	18442	9221	1	1	298770.578542	9221	298770.578542	12786.212979
18451	18450	9225	1	1	298959.463712	9225	298959.463712	12066.341171
18503	18502	9251	1	1	299869.736228	9251	299869.736228	13732.272895
18523	18522	9261	1	1	300224.682059	9261	300224.682059	12092.352816
18539	18538	9269	1	1	300533.710290	9269	300533.710290	12814.737623
18583	18582	9291	1	1	301338.100145	9291	301338.100145	12153.911383
18587	18586	9293	1	1	301417.475771	9293	301417.475771	12884.638921
18671	18670	9335	1	1	302934.856223	9335	302934.856223	15505.351167
18679	18678	9339	1	1	303079.505213	9339	303079.505213	12208.985057
18691	18690	9345	1	1	303305.046022	9345	303305.046022	12218.252049
18719	18718	9359	1	1	303805.919224	9359	303805.919224	15538.319035
18731	18730	9365	1	1	304021.961683	9365	304021.961683	12978.840927
18743	18742	9371	1	1	304229.740085	9371	304229.740085	13901.269810
18787	18786	9393	1	1	305044.713827	9393	305044.713827	12297.520712
18803	18802	9401	1	1	305327.093842	9401	305327.093842	13042.043883
18839	18838	9419	1	1	306002.203489	9419	306002.203489	15639.037393
18859	18858	9429	1	1	306378.642365	9429	306378.642365	12350.050394
18899	18898	9449	1	1	307058.557393	9449	307058.557393	13071.771483
18911	18910	9455	1	1	307298.919485	9455	307298.919485	15695.096119
18919	18918	9459	1	1	307467.641603	9459	307467.641603	12341.376946
18947	18946	9473	1	1	307979.381251	9473	307979.381251	13141.380642
18959	18958	9479	1	1	308183.568127	9479	308183.568127	18787.094041
18979	18978	9489	1	1	308569.239744	9489	308569.239744	12399.606923
19031	19030	9515	1	1	309504.050957	9515	309504.050957	18083.540222
19051	19050	9525	1	1	309869.576977	9525	309869.576977	12456.184882
19079	19078	9539	1	1	310381.900713	9539	310381.900713	15833.698073
19087	19086	9543	1	1	310521.754238	9543	310521.754238	12471.543695
19139	19138	9569	1	1	311474.855450	9569	311474.855450	13253.992661
19163	19162	9581	1	1	311894.457454	9581	311894.457454	13293.836580
19183	19182	9591	1	1	312252.410599	9591	312252.410599	12535.264288
19207	19206	9603	1	1	312701.474409	9603	312701.474409	12544.853339
19211	19210	9605	1	1	312781.075645	9605	312781.075645	13275.616331
19219	19218	9609	1	1	312934.579025	9609	312934.579025	12561.976030
19231	19230	9615	1	1	313174.184533	9615	313174.184533	12554.315572
19259	19258	9629	1	1	313675.721504	9629	313675.721504	13364.159502
19267	19266	9633	1	1	313801.001503	9633	313801.001503	12604.203900
19319	19318	9659	1	1	314752.842113	9659	314752.842113	18365.248103
19379	19378	9689	1	1	315868.328330	9689	315868.328330	13418.433930
19387	19386	9693	1	1	315997.349702	9693	315997.349702	12667.401024
19391	19390	9695	1	1	316073.346853	9695	316073.346853	16106.846554
19403	19402	9701	1	1	316313.408155	9701	316313.408155	13458.085536
19423	19422	9711	1	1	316670.729284	9711	316670.729284	12705.755293
19427	19426	9713	1	1	316749.269057	9713	316749.269057	13450.844886
19447	19446	9723	1	1	317107.730904	9723	317107.730904	12710.708796
19463	19462	9731	1	1	317396.601489	9731	317396.601489	14444.711146
19471	19470	9735	1	1	317533.672909	9735	317533.672909	12729.412842
19483	19482	9741	1	1	317767.493995	9741	317767.493995	12745.493877
19507	19506	9753	1	1	318204.983624	9753	318204.983624	12750.254809
19531	19530	9765	1	1	318636.901431	9765	318636.901431	12768.083214
19543	19542	9771	1	1	318850.610049	9771	318850.610049	12767.361592
19559	19558	9779	1	1	319146.990338	9779	319146.990338	16243.886576
19571	19570	9785	1	1	319392.153036	9785	319392.153036	13575.675909
19583	19582	9791	1	1	319592.646793	9791	319592.646793	14530.846219
19603	19602	9801	1	1	319973.141924	9801	319973.141924	12821.388465
19687	19686	9843	1	1	321522.522141	9843	321522.522141	12887.795448
19699	19698	9849	1	1	321734.319080	9849	321734.319080	12900.969830
19727	19726	9863	1	1	322250.332395	9863	322250.332395	14657.698485
19739	19738	9869	1	1	322458.528976	9869	322458.528976	13675.961228
19751	19750	9875	1	1	322653.554776	9875	322653.554776	16384.993563
19759	19758	9879	1	1	322823.298486	9879	322823.298486	12895.875480
19763	19762	9881	1	1	322890.124144	9881	322890.124144	13692.900720
19819	19818	9909	1	1	323937.327294	9909	323937.327294	12960.202563
19843	19842	9921	1	1	324358.671613	9921	324358.671613	12941.973558
19867	19866	9933	1	1	324827.667889	9933	324827.667889	13003.666117
19891	19890	9945	1	1	325255.277540	9945	325255.277540	13004.368185
19919	19918	9959	1	1	325751.262041	9959	325751.262041	16538.531089
19927	19926	9963	1	1	325902.431545	9963	325902.431545	13012.764867
19963	19962	9981	1	1	326562.879183	9981	326562.879183	13007.210496
19979	19978	9989	1	1	326849.599970	9989	326849.599970	13841.756785
19991	19990	9995	1	1	327063.861109	9995	327063.861109	18993.136433
20011	20010	10005	1	1	327449.322754	10005	327449.322754	13084.137201
20023	20022	10011	1	1	327664.088506	10011	327664.088506	13099.700153
20047	20046	10023	1	1	328119.316981	10023	328119.316981	13112.503190
20051	20050	10025	1	1	328177.918815	10025	328177.918815	13889.450745
20063	20062	10031	1	1	328392.902579	10031	328392.902579	14901.325166
20071	20070	10035	1	1	328536.539096	10035	328536.539096	13081.926601
20107	20106	10053	1	1	329226.506125	10053	329226.506125	13175.923707
20123	20122	10061	1	1	329519.311328	10061	329519.311328	13965.768617
20143	20142	10071	1	1	329872.864747	10071	329872.864747	13158.562567
20183	20182	10091	1	1	330598.435716	10091	330598.435716	14973.630340
20147	20146	10073	1	1	329938.925003	10073	329938.925003	13938.621938
20219	20218	10109	1	1	331274.009614	10109	331274.009614	14014.999129
20231	20230	10115	1	1	331499.526444	10115	331499.526444	16779.441585
20287	20286	10143	1	1	332524.933938	10143	332524.933938	13261.935608
20323	20322	10161	1	1	333181.186878	10161	333181.186878	13286.601461
20327	20326	10163	1	1	333267.975311	10163	333267.975311	15101.608331
20347	20346	10173	1	1	333656.311731	10173	333656.311731	13317.966430
20359	20358	10179	1	1	333842.232595	10179	333842.232595	13299.942512
20399	20398	10199	1	1	334593.322455	10199	334593.322455	16947.176815
20407	20406	10203	1	1	334733.046085	10203	334733.046085	13350.694528
20411	20410	10205	1	1	334779.629463	10205	334779.629463	14136.257523
20431	20430	10215	1	1	335162.264734	10215	335162.264734	13355.293193
20443	20442	10221	1	1	335378.564925	10221	335378.564925	13367.489672
20479	20478	10239	1	1	336054.953665	10239	336054.953665	13374.834996
20483	20482	10241	1	1	336133.979311	10241	336133.979311	14200.270714
20507	20506	10253	1	1	336561.082460	10253	336561.082460	14192.982182
20543	20542	10271	1	1	337239.308609	10271	337239.308609	15246.529321
20551	20550	10275	1	1	337373.075947	10275	337373.075947	13437.770487
20563	20562	10281	1	1	337611.395259	10281	337611.395259	13430.108450
20599	20598	10299	1	1	338261.778570	10299	338261.778570	13455.513616
20611	20610	10305	1	1	338502.177629	10305	338502.177629	13493.575556
20627	20626	10313	1	1	338788.244912	10313	338788.244912	14283.925059
20639	20638	10319	1	1	338995.924809	10319	338995.924809	19590.555649
20663	20662	10331	1	1	339442.638610	10331	339442.638610	15347.747094
20707	20706	10353	1	1	340278.852765	10353	340278.852765	13547.616254
20719	20718	10359	1	1	340469.152126	10359	340469.152126	13550.165515
20731	20730	10365	1	1	340698.339563	10365	340698.339563	13557.395543
20743	20742	10371	1	1	340906.539629	10371	340906.539629	13528.058827
20747	20746	10373	1	1	340988.680134	10373	340988.680134	14344.214975
20759	20758	10379	1	1	341199.876616	10379	341199.876616	17240.004452
20771	20770	10385	1	1	341406.414959	10385	341406.414959	14371.731139
20807	20806	10403	1	1	342095.955188	10403	342095.955188	15437.831134
20879	20878	10439	1	1	343398.024610	10439	343398.024610	19831.313777
20887	20886	10443	1	1	343579.734563	10443	343579.734563	13649.455499
20899	20898	10449	1	1	343785.954146	10449	343785.954146	13628.650478
20903	20902	10451	1	1	343873.508683	10451	343873.508683	15513.703036
20939	20938	10469	1	1	344506.525624	10469	344506.525624	14505.735578
20947	20946	10473	1	1	344685.883056	10473	344685.883056	13704.169172
20959	20958	10479	1	1	344899.947244	10479	344899.947244	13703.527923
20963	20962	10481	1	1	344957.467859	10481	344957.467859	14531.137193
20983	20982	10491	1	1	345331.647306	10491	345331.647306	13716.724244
21011	21010	10505	1	1	345828.492163	10505	345828.492163	14528.682967
21019	21018	10509	1	1	346007.831290	10509	346007.831290	13744.480116
21023	21022	10511	1	1	346080.849198	10511	346080.849198	15585.566867
21031	21030	10515	1	1	346254.853231	10515	346254.853231	13763.193898
21059	21058	10529	1	1	346745.869128	10529	346745.869128	14569.092224
21067	21066	10533	1	1	346892.587473	10533	346892.587473	13774.158746
21107	21106	10553	1	1	347637.943574	10553	347637.943574	14628.385099
21139	21138	10569	1	1	348226.831933	10569	348226.831933	13811.495049
21143	21142	10571	1	1	348300.696808	10571	348300.696808	15691.445345
21163	21162	10581	1	1	348656.380446	10581	348656.380446	13835.135412
21179	21178	10589	1	1	348939.973658	10589	348939.973658	14667.649281
21187	21186	10593	1	1	349118.193380	10593	349118.193380	13859.349871
21191	21190	10595	1	1	349188.808822	10595	349188.808822	17599.173707
21211	21210	10605	1	1	349557.090415	10605	349557.090415	13862.335862
21227	21226	10613	1	1	349837.925503	10613	349837.925503	14711.654470
21247	21246	10623	1	1	350236.026100	10623	350236.026100	13896.330954
21283	21282	10641	1	1	350877.581257	10641	350877.581257	13908.040436
21319	21318	10659	1	1	351560.721392	10659	351560.721392	13937.841681
21323	21322	10661	1	1	351626.076905	10661	351626.076905	14780.477712
21347	21346	10673	1	1	352063.388049	10673	352063.388049	14797.356741
21379	21378	10689	1	1	352660.146697	10689	352660.146697	13990.318767
21383	21382	10691	1	1	352720.264828	10691	352720.264828	15872.550041
21391	21390	10695	1	1	352868.912123	10695	352868.912123	13980.896679
21407	21406	10703	1	1	353183.767377	10703	353183.767377	15860.690715
21419	21418	10709	1	1	353382.685754	10709	353382.685754	14847.749003
21467	21466	10733	1	1	354297.882685	10733	354297.882685	14872.303978
21487	21486	10743	1	1	354653.518278	10743	354653.518278	14050.436223
21491	21490	10745	1	1	354727.105439	10745	354727.105439	14861.666371
21499	21498	10749	1	1	354893.958726	10749	354893.958726	14056.411176
21503	21502	10751	1	1	354962.554582	10751	354962.554582	15963.289318
21523	21522	10761	1	1	355313.668232	10761	355313.668232	14056.892547
21559	21558	10779	1	1	356016.552401	10779	356016.552401	14106.042030
21563	21562	10781	1	1	356062.911937	10781	356062.911937	14941.150194
21587	21586	10793	1	1	356510.058647	10793	356510.058647	14919.287864
21599	21598	10799	1	1	356739.204380	10799	356739.204380	17935.961577
21611	21610	10805	1	1	356934.867948	10805	356934.867948	14950.152794
21647	21646	10823	1	1	357632.871776	10823	357632.871776	16083.315550
21683	21682	10841	1	1	358284.330951	10841	358284.330951	15027.971950
21727	21726	10863	1	1	359094.398185	10863	359094.398185	14195.229705
21751	21750	10875	1	1	359543.946591	10875	359543.946591	14226.031333
21739	21738	10869	1	1	359324.199089	10869	359324.199089	14190.336618
21767	21766	10883	1	1	359829.973328	10883	359829.973328	16109.895351
21787	21786	10893	1	1	360237.956983	10893	360237.956983	14243.770129
21799	21798	10899	1	1	360462.149911	10899	360462.149911	14245.690986
21803	21802	10901	1	1	360494.418995	10901	360494.418995	15122.333514
21839	21838	10919	1	1	361173.000538	10919	361173.000538	20740.683516
21851	21850	10925	1	1	361418.239383	10925	361418.239383	15141.737898
21859	21858	10929	1	1	361567.038460	10929	361567.038460	14298.320213
21863	21862	10931	1	1	361619.109890	10931	361619.109890	16214.416294
21871	21870	10935	1	1	361776.319616	10935	361776.319616	14301.865231
21911	21910	10955	1	1	362524.667511	10955	362524.667511	18185.076803
21943	21942	10971	1	1	363113.141991	10971	363113.141991	14313.945766
21991	21990	10995	1	1	363990.740217	10995	363990.740217	14377.834707
22003	22002	11001	1	1	364215.274653	11001	364215.274653	14367.232932
22027	22026	11013	1	1	364689.520483	11013	364689.520483	14418.703712
22031	22030	11015	1	1	364742.185088	11015	364742.185088	18287.342638
22039	22038	11019	1	1	364893.378921	11019	364893.378921	14408.099635
22051	22050	11025	1	1	365128.157577	11025	365128.157577	14440.398312
22063	22062	11031	1	1	365337.269287	11031	365337.269287	14408.677718
22067	22066	11033	1	1	365388.046990	11033	365388.046990	15287.513957
22079	22078	11039	1	1	365610.313846	11039	365610.313846	18334.693145
22091	22090	11045	1	1	365842.935531	11045	365842.935531	15292.140725
22111	22110	11055	1	1	366236.122264	11055	366236.122264	14445.175024
22123	22122	11061	1	1	366435.174014	11061	366435.174014	14455.206744
22147	22146	11073	1	1	366897.414588	11073	366897.414588	14495.215806
22159	22158	11079	1	1	367117.561518	11079	367117.561518	14479.949900
22171	22170	11085	1	1	367339.439320	11085	367339.439320	14488.222292
22247	22246	11123	1	1	368765.664870	11123	368765.664870	16520.929161
22259	22258	11129	1	1	368956.934883	11129	368956.934883	15421.097899
22271	22270	11135	1	1	369182.490985	11135	369182.490985	18473.553325
22279	22278	11139	1	1	369349.223467	11139	369349.223467	14565.827409
22283	22282	11141	1	1	369425.871649	11141	369425.871649	15435.272494
22291	22290	11145	1	1	369580.069422	11145	369580.069422	14574.831059
22303	22302	11151	1	1	369777.158449	11151	369777.158449	14558.532944
22307	22306	11153	1	1	369858.106350	11153	369858.106350	15437.154978
22343	22342	11171	1	1	370517.919871	11171	370517.919871	16604.749284
22367	22366	11183	1	1	370985.073043	11183	370985.073043	16595.736038
22391	22390	11195	1	1	371441.061345	11195	371441.061345	22211.761246
22447	22446	11223	1	1	372490.916020	11223	372490.916020	14704.240984
22483	22482	11241	1	1	373142.804470	11241	373142.804470	14709.701608
22511	22510	11255	1	1	373663.933052	11255	373663.933052	21291.980122
22543	22542	11271	1	1	374244.639109	11271	374244.639109	14740.742668
22531	22530	11265	1	1	374060.585245	11265	374060.585245	14747.274649
22567	22566	11283	1	1	374693.423258	11283	374693.423258	14738.427858
22571	22570	11285	1	1	374760.600842	11285	374760.600842	15592.891636
22619	22618	11309	1	1	375670.278472	11309	375670.278472	15667.105773
22639	22638	11319	1	1	376040.146823	11319	376040.146823	14789.745663
22643	22642	11321	1	1	376110.565475	11321	376110.565475	15689.672400
22651	22650	11325	1	1	376261.663944	11325	376261.663944	14777.950723
22679	22678	11339	1	1	376792.658486	11339	376792.658486	22494.501184
22691	22690	11345	1	1	377013.356339	11345	377013.356339	15721.813429
22699	22698	11349	1	1	377162.316717	11349	377162.316717	14840.898550
22727	22726	11363	1	1	377687.183030	11363	377687.183030	16847.849388
22739	22738	11369	1	1	377900.893670	11369	377900.893670	15737.204950
22751	22750	11375	1	1	378094.026437	11375	378094.026437	18854.981695
22783	22782	11391	1	1	378728.958788	11391	378728.958788	14883.392980
22787	22786	11393	1	1	378793.437238	11393	378793.437238	15791.165502
22807	22806	11403	1	1	379182.229916	11403	379182.229916	14933.249070
22811	22810	11405	1	1	379250.009900	11405	379250.009900	15811.061928
22859	22858	11429	1	1	380141.625258	11429	380141.625258	15822.558242
22871	22870	11435	1	1	380349.576107	11435	380349.576107	18993.112595
22907	22906	11453	1	1	381026.500003	11453	381026.500003	15859.266836
22943	22942	11471	1	1	381685.946088	11471	381685.946088	17028.510879
22963	22962	11481	1	1	382073.542862	11481	382073.542862	15016.418625
23003	23002	11501	1	1	382815.058294	11501	382815.058294	15928.467095
23011	23010	11505	1	1	382989.584917	11505	382989.584917	15060.671526
23027	23026	11513	1	1	383269.636069	11513	383269.636069	15952.776247
23039	23038	11519	1	1	383496.437944	11519	383496.437944	19123.528898
23059	23058	11529	1	1	383856.135199	11529	383856.135199	15040.076597
23063	23062	11531	1	1	383951.986971	11531	383951.986971	17126.654889
23071	23070	11535	1	1	384106.753558	11535	384106.753558	15106.527781
23087	23086	11543	1	1	384397.382107	11543	384397.382107	17152.198886
23099	23098	11549	1	1	384584.585764	11549	384584.585764	15995.240307
23131	23130	11565	1	1	385223.375397	11565	385223.375397	15138.405878
23143	23142	11571	1	1	385429.171083	11571	385429.171083	15130.030793
23159	23158	11579	1	1	385731.633387	11579	385731.633387	21966.548874
23167	23166	11583	1	1	385862.592133	11583	385862.592133	15129.593111
23203	23202	11601	1	1	386542.760319	11601	386542.760319	15166.870073
23227	23226	11613	1	1	387006.090065	11613	387006.090065	15185.704970
23251	23250	11625	1	1	387453.142357	11625	387453.142357	15197.308218
23279	23278	11639	1	1	387942.440147	11639	387942.440147	19314.220937
23291	23290	11645	1	1	388183.977947	11645	388183.977947	16118.718694
23327	23326	11663	1	1	388870.450990	11663	388870.450990	17324.940345
23311	23310	11655	1	1	388575.517693	11655	388575.517693	15221.335314
23339	23338	11669	1	1	389062.898110	11669	389062.898110	16163.912390
23371	23370	11685	1	1	389682.278018	11685	389682.278018	15240.689756
23399	23398	11699	1	1	390204.983982	11699	390204.983982	24633.443785
23431	23430	11715	1	1	390827.649145	11715	390827.649145	15333.289559
23447	23446	11723	1	1	391114.982493	11723	391114.982493	17423.315554
23459	23458	11729	1	1	391309.699223	11729	391309.699223	16253.895188
23531	23530	11765	1	1	392669.641259	11765	392669.641259	16312.749812
23539	23538	11769	1	1	392837.508496	11769	392837.508496	15397.491900
23563	23562	11781	1	1	393262.427110	11781	393262.427110	15398.583194
23567	23566	11783	1	1	393348.869775	11783	393348.869775	17487.444690
23599	23598	11799	1	1	393940.677276	11799	393940.677276	15390.150573
23603	23602	11801	1	1	393989.353040	11801	393989.353040	16353.457990
23623	23622	11811	1	1	394405.330863	11811	394405.330863	15428.020744
23627	23626	11813	1	1	394476.739141	11813	394476.739141	16362.423793
23663	23662	11831	1	1	395142.502843	11831	395142.502843	17560.186759
23671	23670	11835	1	1	395296.980628	11835	395296.980628	15477.115199
23687	23686	11843	1	1	395603.087821	11843	395603.087821	17596.806225
23719	23718	11859	1	1	396192.529230	11859	396192.529230	15497.440316
23743	23742	11871	1	1	396635.263335	11871	396635.263335	15525.921318
23747	23746	11873	1	1	396709.898846	11873	396709.898846	16454.153738
23767	23766	11883	1	1	397120.120228	11883	397120.120228	15557.793894
23819	23818	11909	1	1	398044.703950	11909	398044.703950	16496.541413
23827	23826	11913	1	1	398223.347045	11913	398223.347045	15579.792747
23831	23830	11915	1	1	398278.395790	11915	398278.395790	22634.432054
23879	23878	11939	1	1	399181.876682	11939	399181.876682	19822.567347
23887	23886	11943	1	1	399319.977934	11943	399319.977934	15597.938498
23899	23898	11949	1	1	399558.751859	11949	399558.751859	15646.322125
23911	23910	11955	1	1	399778.621582	11955	399778.621582	15634.247445
23971	23970	11985	1	1	400890.997748	11985	400890.997748	15676.487664
24007	24006	12003	1	1	401579.103851	12003	401579.103851	15675.915357
24019	24018	12009	1	1	401806.819290	12009	401806.819290	15705.928835
24023	24022	12011	1	1	401872.066964	12011	401872.066964	17840.227905
24043	24042	12021	1	1	402245.356373	12021	402245.356373	15714.549191
24071	24070	12035	1	1	402774.876360	12035	402774.876360	22879.896149
24083	24082	12041	1	1	403031.746965	12041	403031.746965	16709.987317
24091	24090	12045	1	1	403153.136186	12045	403153.136186	15717.590954
24103	24102	12051	1	1	403376.923453	12051	403376.923453	15715.769527
24107	24106	12053	1	1	403464.425774	12053	403464.425774	16672.729528
24151	24150	12075	1	1	404270.400275	12075	404270.400275	15780.534758
24179	24178	12089	1	1	404797.308240	12089	404797.308240	16723.042352
24203	24202	12101	1	1	405224.971106	12101	405224.971106	16768.757194
24223	24222	12111	1	1	405620.228093	12111	405620.228093	15829.810545
24239	24238	12119	1	1	405910.329780	12119	405910.329780	24034.760968
24247	24246	12123	1	1	406066.380345	12123	406066.380345	15839.550578
24251	24250	12125	1	1	406156.986387	12125	406156.986387	16817.585905
24359	24358	12179	1	1	408172.213468	12179	408172.213468	23138.807551
24371	24370	12185	1	1	408405.533902	12185	408405.533902	16869.024338
24379	24378	12189	1	1	408581.002362	12189	408581.002362	15913.646965
24391	24390	12195	1	1	408792.974543	12195	408792.974543	15971.504656
24407	24406	12203	1	1	409084.594086	12203	409084.594086	18122.803838
24419	24418	12209	1	1	409304.652800	12209	409304.652800	16892.070206
24439	24438	12219	1	1	409677.145851	12219	409677.145851	15976.290193
24443	24442	12221	1	1	409765.819133	12221	409765.819133	16944.561435
24499	24498	12249	1	1	410800.427964	12249	410800.427964	15981.415316
24527	24526	12263	1	1	411319.408987	12263	411319.408987	18167.397999
24547	24546	12273	1	1	411697.973821	12273	411697.973821	16043.958828
24551	24550	12275	1	1	411758.758089	12275	411758.758089	20364.086079
24571	24570	12285	1	1	412147.414504	12285	412147.414504	16033.292849
24611	24610	12305	1	1	412895.377255	12305	412895.377255	17064.569217
24623	24622	12311	1	1	413133.830823	12311	413133.830823	18262.919497
24631	24630	12315	1	1	413302.837316	12315	413302.837316	16102.507270
24659	24658	12329	1	1	413791.363854	12329	413791.363854	17087.433587
24671	24670	12335	1	1	414032.645813	12335	414032.645813	23411.578159
24683	24682	12341	1	1	414254.670287	12341	414254.670287	17103.080425
24691	24690	12345	1	1	414406.977514	12345	414406.977514	16136.667861
24763	24762	12381	1	1	415745.497967	12381	415745.497967	16172.036214
24767	24766	12383	1	1	415832.734663	12383	415832.734663	18330.398267
24799	24798	12399	1	1	416453.900335	12399	416453.900335	16243.701571
24847	24846	12423	1	1	417340.174474	12423	417340.174474	16227.690664
24851	24850	12425	1	1	417416.727063	12425	417416.727063	17222.886177
24859	24858	12429	1	1	417573.372187	12429	417573.372187	16220.010248
24907	24906	12453	1	1	418472.889150	12453	418472.889150	16290.575371
24919	24918	12459	1	1	418690.723320	12459	418690.723320	16290.715622
24923	24922	12461	1	1	418774.206822	12461	418774.206822	17265.573472
24943	24942	12471	1	1	419150.390088	12471	419150.390088	16305.485103
24967	24966	12483	1	1	419582.702963	12483	419582.702963	16311.322754
24971	24970	12485	1	1	419646.861501	12485	419646.861501	17300.928708
24979	24978	12489	1	1	419857.892736	12489	419857.892736	16363.421606
25031	25030	12515	1	1	420804.792885	12515	420804.792885	24710.631143
25087	25086	12543	1	1	421847.184169	12543	421847.184169	16390.760174
25111	25110	12555	1	1	422326.858571	12555	422326.858571	16403.888572
25127	25126	12563	1	1	422603.712510	12563	422603.712510	18643.626155
25147	25146	12573	1	1	422989.633421	12573	422989.633421	16443.146324
25163	25162	12581	1	1	423274.189466	12581	423274.189466	17442.893407
25171	25170	12585	1	1	423448.404287	12585	423448.404287	16471.548735
25183	25182	12591	1	1	423647.263803	12591	423647.263803	16459.916062
25219	25218	12609	1	1	424334.983436	12609	424334.983436	16468.902105
25243	25242	12621	1	1	424782.386178	12621	424782.386178	16472.815643
25247	25246	12623	1	1	424867.144633	12623	424867.144633	18706.932105
25303	25302	12651	1	1	425926.023709	12651	425926.023709	16545.680693
25307	25306	12653	1	1	426007.970076	12653	426007.970076	17531.475222
25339	25338	12669	1	1	426600.021863	12669	426600.021863	16555.890245
25343	25342	12671	1	1	426675.022744	12671	426675.022744	18813.007816
25367	25366	12683	1	1	427129.485152	12683	427129.485152	18845.813831
25391	25390	12695	1	1	427577.388969	12695	427577.388969	21071.294633
25411	25410	12705	1	1	427973.088679	12705	427973.088679	16632.590124
25423	25422	12711	1	1	428163.507825	12711	428163.507825	16606.116257
25439	25438	12719	1	1	428494.993547	12719	428494.993547	21131.091862
25447	25446	12723	1	1	428650.641494	12723	428650.641494	16667.860789
25463	25462	12731	1	1	428946.196453	12731	428946.196453	18906.920517
25471	25470	12735	1	1	429090.728105	12735	429090.728105	16622.634520
25523	25522	12761	1	1	430046.649309	12761	430046.649309	17693.971312
25579	25578	12789	1	1	431135.357485	12789	431135.357485	16716.201714
25583	25582	12791	1	1	431191.702181	12791	431191.702181	18974.148591
25603	25602	12801	1	1	431578.637173	12801	431578.637173	16740.575773
25639	25638	12819	1	1	432246.257914	12819	432246.257914	16721.263216
25643	25642	12821	1	1	432306.035642	12821	432306.035642	17775.130344
25667	25666	12833	1	1	432810.272349	12833	432810.272349	17788.310747
25679	25678	12839	1	1	433010.412065	12839	433010.412065	24405.899747
25703	25702	12851	1	1	433452.455843	12851	433452.455843	19095.961915
25747	25746	12873	1	1	434291.110209	12873	434291.110209	16823.032090
25759	25758	12879	1	1	434530.736853	12879	434530.736853	16850.372798
25763	25762	12881	1	1	434582.028053	12881	434582.028053	17842.461286
25771	25770	12885	1	1	434741.412896	12885	434741.412896	16846.877509
25799	25798	12899	1	1	435253.026136	12899	435253.026136	21414.604011
25819	25818	12909	1	1	435674.322560	12909	435674.322560	16904.531988
25847	25846	12923	1	1	436196.074054	12923	436196.074054	19204.773687
25867	25866	12933	1	1	436556.702814	12933	436556.702814	16905.816930
25903	25902	12951	1	1	437220.256399	12951	437220.256399	16927.015365
25919	25918	12959	1	1	437521.918877	12959	437521.918877	24624.605254
25931	25930	12965	1	1	437770.133097	12965	437770.133097	17965.726549
25939	25938	12969	1	1	437922.242936	12969	437922.242936	16938.555187
25943	25942	12971	1	1	438002.510835	12971	438002.510835	19268.776244
25951	25950	12975	1	1	438132.088070	12975	438132.088070	16959.506798
25999	25998	12999	1	1	439032.657512	12999	439032.657512	16960.686739
26003	26002	13001	1	1	439116.168311	13001	439116.168311	18009.428416
26083	26082	13041	1	1	440638.716296	13041	440638.716296	17016.130302
26099	26098	13049	1	1	440945.416377	13049	440945.416377	18091.850638
26107	26106	13053	1	1	441085.636508	13053	441085.636508	17066.110176
26111	26110	13055	1	1	441137.006685	13055	441137.006685	21659.119470
26119	26118	13059	1	1	441330.862929	13059	441330.862929	17085.877180
26171	26170	13085	1	1	442308.093520	13085	442308.093520	18145.758229
26183	26182	13091	1	1	442530.572140	13091	442530.572140	19427.646897
26203	26202	13101	1	1	442910.584588	13101	442910.584588	17143.181563
26227	26226	13113	1	1	443365.833407	13113	443365.833407	17143.665698
26251	26250	13125	1	1	443829.735296	13125	443829.735296	17173.699837
26263	26262	13131	1	1	444030.497440	13131	444030.497440	17122.261288
26267	26266	13133	1	1	444111.771624	13133	444111.771624	18191.120478
26339	26338	13169	1	1	445477.460718	13169	445477.460718	18246.248869
26347	26346	13173	1	1	445615.897681	13173	445615.897681	17213.844852
26371	26370	13185	1	1	446072.924809	13185	446072.924809	17211.946573
