q	x	minus_one_rank	minus_one_tie_size	leaders	D_minus_one
19	165282906828	1	1	18	11685
19	181223437172	3	1	13	9302
19	208062587291	3	1	3	12835
19	217864868942	4	1	3	7693
19	238876609483	2	1	3	8913
19	250130606832	3	1	3	9274
19	261914804507	2	1	3	9625
19	287174893217	3	1	8	14363
19	300704327907	2	1	8	13519
19	314871163733	1	1	18	14081
19	329705430050	2	1	10	10821
19	345238570962	3	1	10	13370
19	361503511974	4	1	10	11812
19	378534729783	3	1	10	6350
19	396368325357	3	1	8	7309
19	415042100460	1	1	18	10912
19	455070384831	3	1	10	7008
19	498959153590	2	1	10	22124
19	522466206056	1	1	18	21199
19	547080726961	2	1	10	13561
19	599843333185	2	1	3	23293
19	628103259078	1	1	18	25069
19	790673347157	2	1	10	16084
19	866928978933	1	1	18	29429
19	1373775052704	3	1	8	11870
19	1438496587537	4	1	8	6545
19	1506267294840	6	1	8	6514
19	1577230827771	3	1	8	11778
19	1651537607297	4	1	3	16608
19	1729345141047	4	1	13	8078
19	1810818357179	6	1	3	2241
19	1985460765900	5	1	3	6597
19	2079000146941	6	1	3	-11640
19	2176946371954	5	1	3	-506
19	2279507056955	4	1	3	5905
19	2386899599205	3	1	3	9030
19	2499351638022	5	1	3	8147
19	2740398890815	7	1	3	-805
19	2869505051187	5	1	3	14439
19	3004693683969	3	1	3	28869
19	3146251347683	4	1	3	30041
19	3294478101250	5	1	3	31038
19	3449688140017	3	1	3	40020
19	3612210461760	4	1	3	40419
19	3782389564056	5	1	3	20873
19	4147178015404	4	1	3	32643
19	4342560604319	2	1	3	41163
19	4547148092543	1	1	18	59762
19	4761374142932	2	1	3	58585
19	4985692849142	5	1	3	51375
19	5220579698171	3	1	2	64217
19	5466532578244	2	1	13	43620
19	5993746372511	4	1	13	40409
19	6276124818579	3	1	13	47207
19	6571806728266	2	1	13	29337
19	6881418856717	2	1	3	49788
19	7205617486879	1	1	18	62940
19	8272767809448	2	1	13	89160
19	8662515919149	3	1	13	74487
19	9070625911176	2	1	14	97237
19	9945432570527	2	1	3	101347
19	10413983560209	4	1	3	70946
19	11418348888254	4	1	10	70991
19	13000000000000	3	1	10	54192
19	13109403780009	4	1	10	38249
19	13727016344541	5	1	10	41930
19	14373725982157	4	1	10	70075
19	15050903519343	4	1	3	59133
19	15759984365207	3	1	10	71402
19	18094034490631	1	1	18	121656
19	18946483864533	2	1	10	101897
19	19839093985085	1	1	18	84300
19	26150566286152	3	1	3	80084
19	27382576420175	1	1	18	117558
19	28672629234945	5	1	10	82765
19	30023459247572	3	1	10	105614
19	31437929804219	3	1	8	81409
19	32919039149526	2	1	10	73477
19	34469926781966	1	1	18	69863
19	90635384514286	2	1	3	146855
19	104058464492742	1	1	18	129063
19	108960885395717	2	1	3	155752
19	119469499584686	5	1	3	58106
19	125097967916282	6	1	13	55231
19	130991605649859	6	1	3	49049
19	137162905493486	4	1	3	157326
19	143624948713920	5	1	3	121454
19	150391432864885	4	1	3	223164
19	157476700821694	3	1	3	234753
19	164895771183756	4	1	3	187417
19	180798964650562	7	1	3	136145
19	189316797657804	9	1	3	114504
19	200000000000000	8	1	3	51796
19	207575250485640	9	1	3	-2023
19	300000000000000	6	1	3	-16802
23	1000000	7	1	20	-5
23	1047112	8	1	5	7
23	1096444	5	1	21	12
23	1148100	6	1	17	1
23	1202189	8	2	17	5
23	1258827	4	2	14	13
23	1318133	9	2	14	0
23	1380233	5	1	15	7
23	1445259	7	1	14	2
23	1513348	8	1	11	-15
23	1584645	10	1	20	-17
23	1659302	10	1	14	-24
23	1737475	9	1	11	-8
23	1905044	8	1	7	-3
23	1994794	5	1	11	10
23	2088774	6	1	11	-11
23	2187180	5	1	11	5
23	2290223	4	2	7	-1
23	2511101	5	1	7	-15
23	2629405	6	1	11	-6
23	2753282	7	1	20	-44
23	2882995	10	1	11	-73
23	3018819	11	1	14	-65
23	3161042	7	1	14	-39
23	3309966	8	1	14	-27
23	3629192	7	1	21	-17
23	3800171	8	1	15	-2
23	3979205	6	1	14,15	-3
23	4166674	8	1	15	-23
23	4362975	9	1	11	-10
23	4568524	9	1	15	-11
23	4783758	10	1	15	-41
23	5009131	10	1	11	-34
23	5245122	10	1	17	-28
23	5492231	11	1	15	-62
23	6021923	10	1	15	-39
23	6305629	11	1	15	-45
23	6602701	9	1	15	-7
23	6913769	8	1	15	9
23	7239491	11	1	15	-2
23	7580560	10	1	15	-5
23	7937696	9	1	17	41
23	8311658	8	1	15	84
23	9113267	6	1	20	81
23	9542613	6	1	21	40
23	9992186	6	1	20	72
23	10462940	3	1	20	86
23	10955872	6	1	20	84
23	11472027	8	1	17	35
23	12012499	7	1	17	46
23	12578434	6	1	17	69
23	13171031	8	1	21	28
23	13791547	9	1	20,21	-37
23	14441297	8	1	11	-24
23	15834073	9	1	20	-27
23	16580050	10	1	20	-48
23	17361172	11	1	20	-101
23	19035552	11	1	15	-154
23	21854713	11	1	20	-116
23	22884336	11	1	15	-158
23	27511303	11	1	19	-196
23	28807420	11	1	15	-231
23	30164600	11	1	19	-165
23	31585720	9	1	19	-104
23	33073793	8	1	15	-101
23	34631971	8	1	19	-148
23	36263559	7	1	19	-117
23	37972014	8	1	19	-157
23	39760958	6	1	19	-113
23	41634183	5	1	19	-72
23	43595660	4	2	19	-52
23	45649547	3	1	19	-39
23	47800197	5	1	19	-12
23	50052168	5	1	10	-65
23	52410235	4	1	15	-24
23	54879395	3	1	10	-50
23	57464883	4	1	10	-44
23	60172178	3	1	10	-65
23	69083665	2	1	10	66
23	72338346	4	1	10	-6
23	75746363	6	1	10	-79
23	79314940	4	1	10	-60
23	83051639	2	1	10	84
23	86964383	4	1	19	63
23	91061464	5	1	17	30
23	95351568	6	1	19	67
23	99843788	5	1	17	73
23	104547647	4	1	17	229
23	109473114	6	1	17	103
23	114630631	7	1	17	79
23	120031129	6	1	17	193
23	125686057	6	1	15	189
23	131607401	5	1	19	173
23	137807713	5	1	17	210
23	144300134	8	1	17	155
23	158217004	6	1	17	121
23	165670951	4	1	17	204
23	199167838	1	1	22	416
23	208551068	3	1	17	198
23	228664549	7	1	17	102
23	239437434	6	1	17	77
23	250717853	3	1	17	137
23	262529718	7	1	14	-68
23	274898064	8	1	14	85
23	287849111	5	2	21	197
23	301410309	6	1	19	69
23	315610406	8	1	10	-71
23	330479499	10	1	10	-147
23	346049108	10	1	21	-103
23	362352235	10	1	19	83
23	379423438	9	1	14	241
23	397298903	5	1	10	432
23	416016520	1	1	22	646
23	435615964	4	1	19	624
23	456138781	3	1	19	501
23	477628472	7	1	21	186
23	500130590	6	1	21	354
23	523692831	5	2	19	440
23	548365141	7	1	21	200
23	574199817	9	1	21	233
23	601251621	8	1	20	299
23	629577895	6	1	21	89
23	659238680	6	1	7	205
23	722818239	7	1	7	82
23	756871780	8	1	5	143
23	792529658	6	1	7	471
23	829867457	4	1	7	696
23	868964320	2	1	5	780
23	909903122	6	1	5	241
23	952770639	4	1	5	715
23	997657739	7	1	5	401
23	1000000000	8	1	5	347
23	1044659568	7	1	5	495
23	1145410625	3	1	5	830
23	1199373415	3	1	10	913
23	1255878508	1	1	22	1195
23	1315045680	2	1	5	1032
23	1377000346	3	1	5	663
23	1441873832	2	1	10	1171
23	1509803648	1	1	22	806
23	1580933787	2	1	5	669
23	1655415021	3	1	21	558
23	1733405228	4	1	21	675
23	1900581611	1	1	22	1180
23	1990122151	4	1	21	1097
23	2182057319	5	1	21	1037
23	2284858792	3	1	21	1114
23	2392503466	1	1	22	1198
23	2746832689	7	1	5	740
23	2876241959	9	1	19	803
23	3011747983	6	1	5	850
23	3153637990	5	1	11	1236
23	3302212744	3	1	11	1317
23	3620691064	1	1	22	1728
23	3791269706	4	1	11	1472
23	3969884679	3	1	11	1351
23	4156914593	6	1	11	584
23	4352755893	4	1	14	693
23	4557823704	5	1	19	656
23	4772552705	6	1	14	697
23	4997398058	3	1	5	548
23	5232836365	5	1	5	637
23	5479366683	2	1	7	1215
23	5737511582	5	1	7	293
23	6587235751	6	1	7	868
23	6897574775	3	1	7	1203
23	7222534545	1	1	22	1759
23	7562803878	3	1	19	1843
23	7919104041	4	1	19	241
23	8292190280	3	1	19	871
23	8682853425	8	1	19	-184
23	9091921561	6	1	11	-49
23	9520261788	4	1	5	273
23	9968782056	8	1	5	-26
23	10000000000	10	1	5	-71
23	10438433091	9	1	5	-722
23	10930210409	6	1	5	-325
23	11445156427	9	1	11	-1313
23	11984362674	10	1	11	-1681
23	12548972102	8	1	11	-1929
23	13000000000	6	1	11	-852
23	13759244080	2	1	5	40
23	14407472037	5	1	5	1076
23	15086239424	8	1	5	-518
23	15796985021	7	1	5	604
23	16541215392	5	1	5	513
23	17320508076	1	1	22	1737
23	18990965656	2	1	14	2301
23	19885671410	4	1	14	1460
23	20822528702	8	1	14	735
23	21803523380	9	1	14	-370
23	22830734855	3	1	14	2205
23	23906340500	5	1	14	1770
23	26211961532	8	1	14	1150
23	27446864129	4	1	5	1901
23	28739945678	4	1	14	1277
23	30093947115	7	1	5	195
23	31511738509	5	1	5	650
23	32996325143	4	1	5	1256
23	34550853887	6	1	5	938
23	37883073445	5	1	5	-1120
23	39667827545	8	1	5	-888
23	41536665297	7	1	11	-2184
23	43493548067	7	1	17	107
23	45542623846	4	1	11	994
23	47688236048	2	1	15	2591
23	49934932713	3	1	17	2019
23	52287476152	4	1	15	1378
23	54750853037	7	1	17	-1135
23	57330284972	6	1	11	1060
23	60031239563	3	1	14	1204
23	62859442007	5	1	11	145
23	65820887229	6	1	11	-213
23	68921852585	5	1	14	-744
23	72168911173	7	1	14	9
23	75568945763	6	1	14	428
23	79129163388	9	1	14	-699
23	82857110620	6	1	14	-617
23	86760689565	9	1	14	-2418
23	90848174617	11	1	14	-2782
23	95128229991	9	1	14	-2087
23	104302768761	10	1	14	-1650
23	114362135953	11	1	14	-1741
23	119749985260	11	1	11	-4630
23	125391667883	10	1	21	-4091
23	130000000000	11	1	21	-5114
23	131299142461	10	1	17	-5427
23	137484931034	11	1	21	-5277
23	143962145579	10	1	21	-5404
23	150744515809	9	1	7	-5575
23	157846418272	10	1	7	-7653
23	189761268004	11	1	7	-3551
23	198701334642	10	1	7	-5905
23	217864868942	11	1	20	-6789
23	228128957430	11	1	17	-7557
23	238876609483	10	1	20	-1022
23	250130606832	9	1	10	293
23	261914804507	10	1	15	-184
23	274254181402	7	1	15	1196
23	287174893217	9	1	15	3208
23	300704327907	10	1	11	2224
23	314871163733	11	1	15	1246
23	329705430050	11	1	20	822
23	345238570962	9	1	20	2155
23	361503511974	3	1	20	4497
23	378534729783	2	1	20	6658
23	415042100460	1	1	22	7322
23	498959153590	2	1	10	10486
23	522466206056	1	1	22	7899
23	547080726961	2	1	20	6868
23	572854891558	1	1	22	7981
23	599843333185	2	1	20	8212
23	628103259078	3	1	20	6746
23	657694571630	4	1	11	-1962
23	688679995367	5	1	19	-4662
23	721125209903	7	1	11	-1944
23	755098989162	2	1	19	2808
23	790673347157	5	1	19	690
23	827923690639	3	1	19	1133
23	866928978933	8	1	19	-7401
23	950539002253	9	1	19	-6928
23	995320964936	5	1	15	-3694
23	1000000000000	4	1	15	-2418
23	1091313613827	9	1	15	-12410
23	1142727775070	8	1	19	-8749
23	1196564169430	8	1	15	-10763
23	1252936913585	7	1	19	-3384
23	1300000000000	5	1	15	1832
23	1311965500497	5	1	10	4011
23	1373775052704	5	1	15	12780
23	1506267294840	4	1	19	14254
23	1577230827771	3	1	19	16180
23	1651537607297	4	1	17	12404
23	1729345141047	1	1	22	25469
23	1810818357179	5	1	15	12413
23	1896129953972	8	1	17	9449
23	1985460765900	4	1	19	16745
23	2079000146941	5	1	17	11139
23	2176946371954	4	1	17	9511
23	2279507056955	2	1	17	20828
23	2386899599205	5	1	17	20161
23	2740398890815	8	1	17	-614
23	2869505051187	5	1	17	7331
23	3004693683969	6	1	19	11073
23	3146251347683	7	1	17	-4051
23	3294478101250	9	1	17	-11966
23	3782389564056	10	1	17	-7366
23	3960586174514	9	1	17	-2649
23	4342560604319	4	1	20	19377
23	4547148092543	4	1	17	11698
23	4761374142932	6	1	17	-3080
23	4985692849142	7	1	17	-16412
23	5220579698171	8	1	17	-7995
23	5466532578244	8	1	5	-12009
23	5724072834185	6	1	5	-8462
23	5993746372511	6	1	20	-2645
23	6276124818579	7	1	20	-8283
23	6571806728266	9	1	20	-22673
23	6881418856717	8	1	15	-14427
23	7205617486879	9	1	20	-19376
23	7545089820617	8	1	21	-4635
23	7900555435372	9	1	15	-5657
23	8272767809448	7	1	19	13701
23	8662515919149	8	1	21	-12440
23	9070625911176	7	1	10	-287
23	9497962853795	9	1	19	2123
23	9945432570527	10	1	10	17759
23	10000000000000	9	1	10	22842
23	10413983560209	11	1	10	20823
23	10904609007526	8	1	7	5872
23	11418348888254	6	1	19	30750
23	12519579138962	7	1	19	4700
23	13109403780009	6	1	19	10646
23	13727016344541	5	1	19	1002
23	14373725982157	4	1	21	13744
23	15759984365207	2	1	21	6578
23	16502471554108	4	1	21	-5573
23	17279938931625	4	1	7	7788
23	18946483864533	5	1	21	22583
23	19839093985085	3	1	21	30964
23	21752453846202	2	1	5	60421
23	22777259324031	7	1	5	56293
23	23850345619961	10	1	21	56945
23	24973987348488	10	1	5	54696
23	26150566286152	9	1	19	51354
23	27382576420175	10	1	21	33978
23	30023459247572	8	1	21	37693
23	31437929804219	7	1	19	56433
23	32919039149526	7	1	11	31094
23	34469926781966	9	1	19	8774
23	36093880108624	9	1	5	3401
23	37794341413493	8	1	20	-7114
23	39574915154062	7	1	20	23323
23	41439375601662	6	1	20	30340
23	43391674841769	7	1	5	46190
23	45435951151211	6	1	5	54151
23	47576537770051	8	1	5	25071
23	49817972086731	9	1	5	56835
23	52165005255944	5	1	5	94408
23	54622612269628	2	1	5	93443
23	57196002502427	4	1	5	52694
23	59890630753972	6	1	21	58279
23	62712208811383	4	1	21	70405
23	65666717556514	4	1	20	85152
23	68760419643587	2	1	20	102736
23	71999872774107	3	1	20	116718
23	75391943597177	2	1	20	113142
23	78943822264697	3	1	20	101081
23	82663037672284	4	1	20	110032
23	86557473418223	2	1	20	137851
23	90635384514286	5	1	5	34101
23	94905414883828	4	1	20	95292
23	99376615684263	6	1	5	6674
23	100000000000000	5	1	5	-2064
23	108960885395717	3	1	5	77646
23	114094270024970	4	1	20	13375
23	119469499584686	5	1	20	2293
23	125097967916282	3	1	5	98964
23	130991605649859	2	1	5	24224
23	143624948713920	1	1	22	108039
23	157476700821694	2	1	11	74509
23	172664370109409	4	1	11	54005
23	180798964650562	1	1	22	145748
23	198235924329971	3	1	5	89738
23	217354572637679	5	1	19	72270
23	227594619955796	9	1	10	27285
23	238317098206027	6	1	11	95045
23	249544735760329	6	1	10	157327
23	261301331773756	2	1	11	133514
23	273611806631400	1	1	22	180656
