q	x	a	E_observed	E_K1	E_K3	E_K10	E_K25
7	4568524	3	1.11921094325	0.775867218099	0.804964867764	-0.111818721547	0.409111029166
7	4783758	3	2.70037307689	1.24693279608	1.09592880234	1.25559554058	1.61363343898
7	5009131	3	3.3912436781	1.7386062496	1.38714352543	2.41355938916	2.08013986237
7	5245122	3	2.27002503322	2.22743608363	1.69880899509	2.72109758838	2.69668027731
7	5492231	3	3.57584561986	2.69143760712	2.05449021338	2.25051025536	2.34159975297
7	5750982	3	1.8303068871	3.11127943984	2.47124881069	1.75857313845	1.60007013645
7	6021923	3	3.54972754175	3.47121826245	2.95067724751	2.01659220237	2.07809518923
7	6305629	3	3.74105677102	3.75974228818	3.47335545149	3.14706490436	3.31727315396
7	6602701	3	5.31668308414	3.96988750144	3.9984853992	4.57526732128	4.48775157002
7	6913769	3	6.50468213391	4.09923661661	4.46925521164	5.55357793666	5.51265652201
