index,gamma_refined,abs_zeta_prime_sq,residual
28000,24238.3836574572939835889521987,165.941886798542291896954399379,1.14355837419300693551991305344e-21
28001,24239.8816156811728711343728929,216.667617126733163012958805462,2.51325380466361011302321346658e-21
28002,24240.5848012902941525874732201,33.6905411656646774174151032502,8.14253356860186618711957238172e-22
28003,24241.1496940573641668921205579,16.0674098666338189040969030677,2.41954330192022152377849658329e-22
28004,24241.8319270013364288377967123,9.99323261598259867492864125208,6.69655904793714091922431673595e-23
28005,24242.2667617723293883986956965,16.9027183910983799954784741743,4.14005293606392536183263350906e-22
28006,24243.1712169418684056923034253,114.074888945193874189886957043,1.75021959086989256742891970535e-21
28007,24244.3606208820263250197445818,33.4835952027855217691415670972,1.01072528445585553085226066029e-21
28008,24244.9101708437619845358403324,6.90696236326134290061581256792,1.50934993744294501228437987538e-23
28009,24245.2586911610942093959319642,11.1871328370942097006210555283,2.72797431341744069860614734916e-22
28010,24246.5031247943626891947406296,3.7625201259448247297354258151,6.98113279051483062023822177962e-24
28011,24246.6381710258060341844210696,3.97303953501585989304359204472,2.11159396342869519505421023474e-23
28012,24247.6268373216980015296381947,246.700850585909431782323505857,2.75036311127393819965281935442e-21
28013,24248.6397360690159044581161636,485.466010887646697581583825663,2.42234534710422266227139244191e-21
28014,24249.7459574815127121288383338,101.588939287320604284762284099,1.56690111405051059273621767293e-21
28015,24250.2909055401870698167045264,42.4840751256169941813883341258,9.29854515228586978826063313061e-22
28016,24250.9941562560747205413434418,46.6398408364889066158010527394,6.95114966476011094201470735857e-22
28017,24251.971586360825228451597996,8.50996491849594698080427364796,5.49394921207513719849266931718e-22
28018,24252.2950470507274903465885594,7.30932346570281705421267242931,3.77113623533652341962901021042e-22
28019,24253.3281804679810781526951558,4.53769639008462556707440811275,1.5323154439126818243566296274e-22
28020,24253.5920178585972819541915225,4.72350736558407253110045398927,3.74291473921584794901979441252e-22
28021,24254.396544104889017211234219,56.8580968462373677136931767984,4.97949386594152567683728014946e-22
28022,24255.180721972291175244862754,233.209138643482637781894130566,2.3730944314723965571691768146e-21
28023,24256.4365123370059303337003312,208.810743566892229966918891075,5.60958631027580007915934952853e-23
28024,24257.1048035385672368297458149,79.6871990147390206763275211717,1.84954733813546345581258718701e-21
28025,24257.8379779756119862699396726,40.4381388587364119183326072319,1.26746609731723906935100345717e-21
28026,24258.3076862179544802139322381,65.3835059716315666976727362089,2.19852403273137684254362833315e-22
28027,24259.7042974996503661075704338,14.0692188821241600379721461943,3.36764965205434040305417376008e-22
28028,24259.955498821819714735768983,9.97945094024624920322197246285,4.10640842326809080019829390391e-22
28029,24260.7539056381044110724752821,53.7228314591337961835553500307,1.35742542801618378870417784545e-21
28030,24261.6788418627380521650204386,47.2646275720979673637558221691,9.84105464228398411678626222608e-22
28031,24262.4183698485810184373931569,17.5707056418037474311701967372,5.88008959348329112446201788104e-22
28032,24262.903551395856547204199543,20.7049031849257544478406880488,2.71949271990727539680281878606e-22
28033,24263.8968505850153180721990808,21.1032979163355419035742930589,8.01576017882940539337364064821e-22
28034,24264.3710550379962432472116118,17.8006453963526572068982295636,1.57021748701571619564263198484e-22
28035,24265.0046094254915997873350252,62.9934205873359897085169780862,1.5257860182316110233540808293e-22
28036,24265.7871286667429848411166082,404.418077346182160920778665404,3.76255306077079966581940018081e-21
28037,24267.3294751787401752197345005,172.085945937129537160145624854,6.04007255568341237360537335702e-22
28038,24267.8448338362082291382852609,59.1899205521108179137395854505,1.59016588972213662963740071871e-21
28039,24268.6215573595282227187170815,39.6243847238037457877593257702,3.96446163753346044772388498512e-22
28040,24269.4166011482519550122295961,11.1237203619551886370022642661,3.63830001649743839675422316667e-22
28041,24269.9993063072422207077602295,2.35834901023852854425654357475,2.10278271453140119079631495335e-22
28042,24270.2608664725844137903506216,3.95988324447003575902937357452,3.60426578765524496100658284133e-22
28043,24271.3135573298367788851328126,91.1283892018841767505723408055,7.58469989268582468471586029824e-22
28044,24272.2663970628467035578028355,66.3990679686210261783262257708,7.45112955916155617286049837738e-22
28045,24272.9024267534360376494404246,48.9918316316889171859003467199,5.89631194111735286484422534055e-22
28046,24273.7643565840146742397021828,16.0734864507685513283980857423,1.63372603290664665557875084772e-22
28047,24274.0288389377179595611460321,23.8138767082036036456621581751,4.93322495114042904787228589424e-23
28048,24275.3864118660362102240750995,280.75884583889518824462537073,1.10109112858701642381765600863e-21
28049,24276.3018205173587727349803557,32.7129066161907516721362526634,1.20162273290441591921171953358e-21
28050,24276.6688148289241189860441148,25.8796731908909507331734256157,7.29701169175457187350125341081e-22
28051,24277.4461363478285272146505664,109.825074672206172468339112812,1.00646396933126053737886815814e-21
28052,24278.4586241491070925299821781,126.218890903272241529409669088,1.90666732484164128046646628373e-21
28053,24279.3035594121675791207958047,44.1685560538365777265063353412,1.3460275772142332489472391011e-21
28054,24280.1498442211013340699959894,2.80293773123946448033633570072,1.71018832682923476993255149098e-22
28055,24280.4146310452384565413173769,2.11304240800499067023011681246,6.83252486270933148911833024565e-23
28056,24281.0420492955854689969370183,13.9012426404202525003088214878,5.74079852977423622824823972651e-22
28057,24281.8926807355264940238903119,44.7657542047501211661524898824,2.21440578888602287314951934548e-22
28058,24282.5460745546133011426199549,95.758526067895689145779750906,1.22457341600672891217210144523e-21
28059,24283.4157198474300882933021578,365.868635762930552086528072756,2.84667953979164726766256921082e-21
28060,24284.5259082772932388090429607,397.118559856772745769331797882,3.1646058372622785611292290617e-21
28061,24285.3889804382615435185019443,133.14294744310488364349233848,1.337927603421048219677919204e-21
28062,24286.1481427594813486946671252,42.1042501950936466724699905737,1.15863324068393829440846897173e-21
28063,24286.819466338682705909945137,14.8357057280612830656749790946,5.10507272963573069821808955658e-22
28064,24287.2711096632577117667232737,20.3001866424892288332814822411,1.96623882880022091214626639122e-22
28065,24288.3576070339606632530058917,21.1872248875795699974731988175,2.19202842769543406826093723214e-23
28066,24288.8176891178954546266065837,15.8727099728745535421786931518,1.3283136194888796552901383826e-22
28067,24289.5057126030262742156581562,47.0312387934718102468991636198,6.69232569274687887897222102417e-22
28068,24290.3801657125799466483910514,116.629423957142304258509944224,1.41842656606898861476538129409e-21
28069,24291.508987036393658503816311,16.1793435960228038549707951421,4.48940697696763885669594276455e-22
28070,24291.876426088568435003339271,7.41352176338895336486599318204,4.4831606326552636173820148225e-22
28071,24292.317470710788072436952766,27.5013902310726117219700138404,7.60941107332383136237977760247e-22
28072,24293.5250420226212243534215298,130.688970833296291834164171975,5.5897122596932579763926623533e-22
28073,24293.9938603550341201199833732,193.257027828169987967749425228,2.73779100692435893119975498264e-21
28074,24295.714690122558260097940794,3.05053979819865450596851963508,8.91908662373930426825864094424e-23
28075,24295.8191234877438028053096868,2.39679179496703356493728552351,1.33950415711998885012148247987e-22
28076,24296.8728131995964929557408291,2.07217321563101294073391534723,1.88278763887927349807184667868e-22
