# mr1_par Xmax=300000000000000 grid=438 T=11 NCHUNK=224
# schema: N<TAB>x<TAB>a<TAB>count  and  TOTAL<TAB>N<TAB>x<TAB>pi_x
19	1318133	10	5662
19	1318133	11	5631
19	1318133	12	5607
19	1318133	13	5652
19	1318133	14	5638
19	1318133	15	5588
19	1318133	16	5597
19	1318133	17	5607
19	1318133	18	5668
TOTAL	19	1318133	101305
23	1318133	0	1
23	1318133	1	4604
23	1318133	2	4600
23	1318133	3	4559
23	1318133	4	4605
23	1318133	5	4619
23	1318133	6	4629
23	1318133	7	4607
23	1318133	8	4615
23	1318133	9	4585
23	1318133	10	4606
23	1318133	11	4596
23	1318133	12	4592
23	1318133	13	4623
23	1318133	14	4625
23	1318133	15	4609
23	1318133	16	4603
23	1318133	17	4604
23	1318133	18	4593
23	1318133	19	4615
23	1318133	20	4606
23	1318133	21	4605
23	1318133	22	4604
TOTAL	23	1318133	101305
7	1380233	0	1
7	1380233	1	17623
7	1380233	2	17580
7	1380233	3	17643
7	1380233	4	17571
7	1380233	5	17652
7	1380233	6	17633
TOTAL	7	1380233	105703
8	1380233	0	0
8	1380233	1	26333
8	1380233	2	1
8	1380233	3	26467
8	1380233	4	0
8	1380233	5	26462
8	1380233	6	0
8	1380233	7	26440
TOTAL	8	1380233	105703
11	1380233	0	1
11	1380233	1	10553
11	1380233	2	10579
11	1380233	3	10545
11	1380233	4	10585
11	1380233	5	10554
11	1380233	6	10607
11	1380233	7	10554
11	1380233	8	10598
11	1380233	9	10555
11	1380233	10	10572
TOTAL	11	1380233	105703
19	1380233	0	1
19	1380233	1	5840
19	1380233	2	5883
19	1380233	3	5913
19	1380233	4	5867
19	1380233	5	5903
19	1380233	6	5862
19	1380233	7	5885
19	1380233	8	5879
19	1380233	9	5844
19	1380233	10	5901
19	1380233	11	5864
19	1380233	12	5842
19	1380233	13	5888
19	1380233	14	5880
19	1380233	15	5852
19	1380233	16	5835
19	1380233	17	5849
19	1380233	18	5915
TOTAL	19	1380233	105703
23	1380233	0	1
23	1380233	1	4803
23	1380233	2	4806
23	1380233	3	4778
23	1380233	4	4814
23	1380233	5	4815
23	1380233	6	4817
23	1380233	7	4815
23	1380233	8	4803
23	1380233	9	4803
23	1380233	10	4797
23	1380233	11	4800
23	1380233	12	4781
23	1380233	13	4827
23	1380233	14	4819
23	1380233	15	4820
23	1380233	16	4799
23	1380233	17	4798
23	1380233	18	4790
23	1380233	19	4795
23	1380233	20	4809
23	1380233	21	4803
23	1380233	22	4810
TOTAL	23	1380233	105703
7	1445259	0	1
7	1445259	1	18358
7	1445259	2	18348
7	1445259	3	18427
7	1445259	4	18344
7	1445259	5	18426
7	1445259	6	18387
TOTAL	7	1445259	110291
8	1445259	0	0
8	1445259	1	27480
8	1445259	2	1
8	1445259	3	27610
8	1445259	4	0
8	1445259	5	27619
8	1445259	6	0
8	1445259	7	27581
TOTAL	8	1445259	110291
11	1445259	0	1
11	1445259	1	11015
11	1445259	2	11032
11	1445259	3	11001
11	1445259	4	11042
11	1445259	5	11015
11	1445259	6	11058
11	1445259	7	11024
11	1445259	8	11057
11	1445259	9	11031
11	1445259	10	11015
TOTAL	11	1445259	110291
19	1445259	0	1
19	1445259	1	6094
19	1445259	2	6131
19	1445259	3	6174
19	1445259	4	6119
19	1445259	5	6145
19	1445259	6	6119
19	1445259	7	6148
19	1445259	8	6137
19	1445259	9	6086
19	1445259	10	6153
19	1445259	11	6118
19	1445259	12	6109
19	1445259	13	6136
19	1445259	14	6146
19	1445259	15	6113
19	1445259	16	6089
19	1445259	17	6105
19	1445259	18	6168
TOTAL	19	1445259	110291
23	1445259	0	1
23	1445259	1	5008
23	1445259	2	5013
23	1445259	3	5000
23	1445259	4	5021
23	1445259	5	5016
23	1445259	6	5033
23	1445259	7	5019
23	1445259	8	5014
23	1445259	9	5011
23	1445259	10	4997
23	1445259	11	5030
23	1445259	12	4981
23	1445259	13	5041
23	1445259	14	5038
23	1445259	15	5029
23	1445259	16	5004
23	1445259	17	5009
23	1445259	18	4993
23	1445259	19	4996
23	1445259	20	5022
23	1445259	21	5005
23	1445259	22	5010
TOTAL	23	1445259	110291
7	1513348	0	1
7	1513348	1	19159
7	1513348	2	19158
7	1513348	3	19227
7	1513348	4	19154
7	1513348	5	19230
7	1513348	6	19196
TOTAL	7	1513348	115125
8	1513348	0	0
8	1513348	1	28702
8	1513348	2	1
8	1513348	3	28804
8	1513348	4	0
8	1513348	5	28801
8	1513348	6	0
8	1513348	7	28817
TOTAL	8	1513348	115125
11	1513348	0	1
11	1513348	1	11491
11	1513348	2	11515
11	1513348	3	11496
11	1513348	4	11522
11	1513348	5	11506
11	1513348	6	11545
11	1513348	7	11526
11	1513348	8	11516
11	1513348	9	11512
11	1513348	10	11495
TOTAL	11	1513348	115125
19	1513348	0	1
19	1513348	1	6362
19	1513348	2	6404
19	1513348	3	6438
19	1513348	4	6385
19	1513348	5	6429
19	1513348	6	6387
19	1513348	7	6401
19	1513348	8	6394
19	1513348	9	6346
19	1513348	10	6429
19	1513348	11	6415
19	1513348	12	6377
19	1513348	13	6394
19	1513348	14	6396
19	1513348	15	6371
19	1513348	16	6355
19	1513348	17	6393
19	1513348	18	6448
TOTAL	19	1513348	115125
23	1513348	0	1
23	1513348	1	5245
23	1513348	2	5232
23	1513348	3	5226
23	1513348	4	5231
23	1513348	5	5236
23	1513348	6	5248
23	1513348	7	5233
23	1513348	8	5226
23	1513348	9	5230
23	1513348	10	5222
23	1513348	11	5254
23	1513348	12	5203
23	1513348	13	5252
23	1513348	14	5241
23	1513348	15	5245
23	1513348	16	5214
23	1513348	17	5231
23	1513348	18	5227
23	1513348	19	5223
23	1513348	20	5253
23	1513348	21	5222
23	1513348	22	5230
TOTAL	23	1513348	115125
7	1584645	0	1
7	1584645	1	20008
7	1584645	2	19984
7	1584645	3	20058
7	1584645	4	19972
7	1584645	5	20051
7	1584645	6	20007
TOTAL	7	1584645	120081
8	1584645	0	0
8	1584645	1	29934
8	1584645	2	1
8	1584645	3	30042
8	1584645	4	0
8	1584645	5	30057
8	1584645	6	0
8	1584645	7	30047
TOTAL	8	1584645	120081
11	1584645	0	1
11	1584645	1	12006
11	1584645	2	12005
11	1584645	3	11977
11	1584645	4	12001
11	1584645	5	12004
11	1584645	6	12039
11	1584645	7	12018
11	1584645	8	12024
11	1584645	9	12013
11	1584645	10	11993
TOTAL	11	1584645	120081
19	1584645	0	1
19	1584645	1	6649
19	1584645	2	6673
19	1584645	3	6723
19	1584645	4	6673
19	1584645	5	6707
19	1584645	6	6654
19	1584645	7	6672
19	1584645	8	6681
19	1584645	9	6616
19	1584645	10	6699
19	1584645	11	6680
19	1584645	12	6658
19	1584645	13	6663
19	1584645	14	6681
19	1584645	15	6644
19	1584645	16	6630
19	1584645	17	6663
19	1584645	18	6714
TOTAL	19	1584645	120081
23	1584645	0	1
23	1584645	1	5468
23	1584645	2	5461
23	1584645	3	5446
23	1584645	4	5449
23	1584645	5	5462
23	1584645	6	5466
23	1584645	7	5463
23	1584645	8	5450
23	1584645	9	5451
23	1584645	10	5438
23	1584645	11	5478
23	1584645	12	5422
23	1584645	13	5478
23	1584645	14	5479
23	1584645	15	5469
23	1584645	16	5428
23	1584645	17	5463
23	1584645	18	5458
23	1584645	19	5460
23	1584645	20	5480
23	1584645	21	5460
23	1584645	22	5451
TOTAL	23	1584645	120081
7	1659302	0	1
7	1659302	1	20873
7	1659302	2	20853
7	1659302	3	20927
7	1659302	4	20845
7	1659302	5	20916
7	1659302	6	20876
TOTAL	7	1659302	125291
8	1659302	0	0
8	1659302	1	31237
8	1659302	2	1
8	1659302	3	31370
8	1659302	4	0
8	1659302	5	31367
8	1659302	6	0
8	1659302	7	31316
TOTAL	8	1659302	125291
11	1659302	0	1
11	1659302	1	12555
11	1659302	2	12509
11	1659302	3	12493
11	1659302	4	12517
11	1659302	5	12536
11	1659302	6	12551
11	1659302	7	12538
11	1659302	8	12538
11	1659302	9	12541
11	1659302	10	12512
TOTAL	11	1659302	125291
19	1659302	0	1
19	1659302	1	6942
19	1659302	2	6962
19	1659302	3	7013
19	1659302	4	6983
19	1659302	5	7001
19	1659302	6	6954
19	1659302	7	6967
19	1659302	8	6966
19	1659302	9	6907
19	1659302	10	6981
19	1659302	11	6970
19	1659302	12	6935
19	1659302	13	6962
19	1659302	14	6959
19	1659302	15	6934
19	1659302	16	6912
19	1659302	17	6955
19	1659302	18	6987
TOTAL	19	1659302	125291
23	1659302	0	1
23	1659302	1	5705
23	1659302	2	5704
23	1659302	3	5660
23	1659302	4	5691
23	1659302	5	5705
23	1659302	6	5708
23	1659302	7	5705
23	1659302	8	5696
23	1659302	9	5676
23	1659302	10	5671
23	1659302	11	5709
23	1659302	12	5658
23	1659302	13	5737
23	1659302	14	5721
23	1659302	15	5707
23	1659302	16	5681
23	1659302	17	5690
23	1659302	18	5685
23	1659302	19	5687
23	1659302	20	5715
23	1659302	21	5698
23	1659302	22	5681
TOTAL	23	1659302	125291
7	1737475	0	1
7	1737475	1	21771
7	1737475	2	21758
7	1737475	3	21806
7	1737475	4	21776
7	1737475	5	21809
7	1737475	6	21794
TOTAL	7	1737475	130715
8	1737475	0	0
8	1737475	1	32594
8	1737475	2	1
8	1737475	3	32690
8	1737475	4	0
8	1737475	5	32733
8	1737475	6	0
8	1737475	7	32697
TOTAL	8	1737475	130715
11	1737475	0	1
11	1737475	1	13098
11	1737475	2	13046
11	1737475	3	13047
11	1737475	4	13052
11	1737475	5	13080
11	1737475	6	13070
11	1737475	7	13092
11	1737475	8	13077
11	1737475	9	13088
11	1737475	10	13064
TOTAL	11	1737475	130715
19	1737475	0	1
19	1737475	1	7222
19	1737475	2	7260
19	1737475	3	7306
19	1737475	4	7283
19	1737475	5	7315
19	1737475	6	7249
19	1737475	7	7269
19	1737475	8	7269
19	1737475	9	7226
19	1737475	10	7278
19	1737475	11	7271
19	1737475	12	7249
19	1737475	13	7244
19	1737475	14	7260
19	1737475	15	7242
19	1737475	16	7224
19	1737475	17	7261
19	1737475	18	7286
TOTAL	19	1737475	130715
23	1737475	0	1
23	1737475	1	5938
23	1737475	2	5939
23	1737475	3	5916
23	1737475	4	5936
23	1737475	5	5949
23	1737475	6	5965
23	1737475	7	5955
23	1737475	8	5939
23	1737475	9	5919
23	1737475	10	5919
23	1737475	11	5969
23	1737475	12	5907
23	1737475	13	5989
23	1737475	14	5959
23	1737475	15	5954
23	1737475	16	5932
23	1737475	17	5941
23	1737475	18	5944
23	1737475	19	5915
23	1737475	20	5953
23	1737475	21	5946
23	1737475	22	5930
TOTAL	23	1737475	130715
7	1819331	0	1
7	1819331	1	22715
7	1819331	2	22719
7	1819331	3	22771
7	1819331	4	22720
7	1819331	5	22743
7	1819331	6	22731
TOTAL	7	1819331	136400
8	1819331	0	0
8	1819331	1	34000
8	1819331	2	1
8	1819331	3	34115
8	1819331	4	0
8	1819331	5	34159
8	1819331	6	0
8	1819331	7	34125
TOTAL	8	1819331	136400
11	1819331	0	1
11	1819331	1	13642
11	1819331	2	13610
11	1819331	3	13596
11	1819331	4	13625
11	1819331	5	13652
11	1819331	6	13650
11	1819331	7	13662
11	1819331	8	13664
11	1819331	9	13669
11	1819331	10	13629
TOTAL	11	1819331	136400
19	1819331	0	1
19	1819331	1	7544
19	1819331	2	7567
19	1819331	3	7611
19	1819331	4	7601
19	1819331	5	7627
19	1819331	6	7563
19	1819331	7	7583
19	1819331	8	7579
19	1819331	9	7551
19	1819331	10	7569
19	1819331	11	7602
19	1819331	12	7574
19	1819331	13	7571
19	1819331	14	7575
19	1819331	15	7570
19	1819331	16	7539
19	1819331	17	7572
19	1819331	18	7601
TOTAL	19	1819331	136400
23	1819331	0	1
23	1819331	1	6199
23	1819331	2	6199
23	1819331	3	6178
23	1819331	4	6194
23	1819331	5	6214
23	1819331	6	6214
23	1819331	7	6224
23	1819331	8	6190
23	1819331	9	6180
23	1819331	10	6171
23	1819331	11	6228
23	1819331	12	6160
23	1819331	13	6240
23	1819331	14	6226
23	1819331	15	6212
23	1819331	16	6185
23	1819331	17	6189
23	1819331	18	6213
23	1819331	19	6181
23	1819331	20	6219
23	1819331	21	6201
23	1819331	22	6182
TOTAL	23	1819331	136400
7	1905044	0	1
7	1905044	1	23697
7	1905044	2	23724
7	1905044	3	23769
7	1905044	4	23711
7	1905044	5	23741
7	1905044	6	23727
TOTAL	7	1905044	142370
8	1905044	0	0
8	1905044	1	35498
8	1905044	2	1
8	1905044	3	35580
8	1905044	4	0
8	1905044	5	35659
8	1905044	6	0
8	1905044	7	35632
TOTAL	8	1905044	142370
11	1905044	0	1
11	1905044	1	14238
11	1905044	2	14203
11	1905044	3	14186
11	1905044	4	14255
11	1905044	5	14258
11	1905044	6	14244
11	1905044	7	14257
11	1905044	8	14247
11	1905044	9	14247
11	1905044	10	14234
TOTAL	11	1905044	142370
19	1905044	0	1
19	1905044	1	7853
19	1905044	2	7897
19	1905044	3	7937
19	1905044	4	7941
19	1905044	5	7964
19	1905044	6	7905
19	1905044	7	7904
19	1905044	8	7934
19	1905044	9	7875
19	1905044	10	7879
19	1905044	11	7954
19	1905044	12	7904
19	1905044	13	7904
19	1905044	14	7894
19	1905044	15	7894
19	1905044	16	7872
19	1905044	17	7906
19	1905044	18	7952
TOTAL	19	1905044	142370
23	1905044	0	1
23	1905044	1	6470
23	1905044	2	6475
23	1905044	3	6457
23	1905044	4	6456
23	1905044	5	6479
23	1905044	6	6491
23	1905044	7	6512
23	1905044	8	6471
23	1905044	9	6453
23	1905044	10	6437
23	1905044	11	6500
23	1905044	12	6438
23	1905044	13	6523
23	1905044	14	6483
23	1905044	15	6473
23	1905044	16	6457
23	1905044	17	6449
23	1905044	18	6480
23	1905044	19	6439
23	1905044	20	6487
23	1905044	21	6472
23	1905044	22	6467
TOTAL	23	1905044	142370
7	1994794	0	1
7	1994794	1	24724
7	1994794	2	24749
7	1994794	3	24792
7	1994794	4	24774
7	1994794	5	24767
7	1994794	6	24752
TOTAL	7	1994794	148559
8	1994794	0	0
8	1994794	1	37017
8	1994794	2	1
8	1994794	3	37161
8	1994794	4	0
8	1994794	5	37216
8	1994794	6	0
8	1994794	7	37164
TOTAL	8	1994794	148559
11	1994794	0	1
11	1994794	1	14868
11	1994794	2	14834
11	1994794	3	14828
11	1994794	4	14849
11	1994794	5	14853
11	1994794	6	14860
11	1994794	7	14884
11	1994794	8	14871
11	1994794	9	14860
