# Koyama replication: pi(x; N, a) and pi(x; N, a) - pi(x; N, 1)

## N = 7
x	count_a=1	count_a=2	count_a=3	count_a=4	count_a=5	count_a=6
13000000000	97426083	97427678	97429872	97427492	97429055	97430019
130000000000	882685696	882685845	882689089	882689822	882688982	882698815
1300000000000	8068618687	8068631569	8068638606	8068638004	8068636744	8068649232
13000000000000	74305258152	74305258748	74305247205	74305256208	74305306016	74305284281
# diffs pi(x;7,a)-pi(x;7,1)
x	diff_a=2	diff_a=3	diff_a=4	diff_a=5	diff_a=6
13000000000	1595	3789	1409	2972	3936
130000000000	149	3393	4126	3286	13119
1300000000000	12882	19919	19317	18057	30545
13000000000000	596	-10947	-1944	47864	26129

## N = 8
x	count_a=1	count_a=2	count_a=3	count_a=4	count_a=5	count_a=6	count_a=7
13000000000	146137683	1	146144401	0	146144469	0	146143646
130000000000	1324025997	1	1324035196	0	1324042122	0	1324034934
1300000000000	12102935541	1	12102953879	0	12102952396	0	12102971026
13000000000000	111457804047	1	111457906775	0	111457930790	0	111457968998
# diffs pi(x;8,a)-pi(x;8,1)
x	diff_a=2	diff_a=3	diff_a=4	diff_a=5	diff_a=6	diff_a=7
13000000000	-146137682	6718	-146137683	6786	-146137683	5963
130000000000	-1324025996	9199	-1324025997	16125	-1324025997	8937
1300000000000	-12102935540	18338	-12102935541	16855	-12102935541	35485
13000000000000	-111457804046	102728	-111457804047	126743	-111457804047	164951

## N = 11
x	count_a=1	count_a=2	count_a=3	count_a=4	count_a=5	count_a=6	count_a=7	count_a=8	count_a=9	count_a=10
13000000000	58456186	58458871	58453890	58455749	58456721	58457358	58459932	58458803	58455355	58457334
130000000000	529614236	529616625	529607715	529611238	529608650	529618397	529616370	529611836	529616147	529617035
1300000000000	4841180848	4841182511	4841163991	4841176610	4841184249	4841182167	4841191894	4841185233	4841171533	4841193806
13000000000000	44583143398	44583148725	44583127498	44583198117	44583129618	44583173801	44583150749	44583218236	44583165567	44583154901
# diffs pi(x;11,a)-pi(x;11,1)
x	diff_a=2	diff_a=3	diff_a=4	diff_a=5	diff_a=6	diff_a=7	diff_a=8	diff_a=9	diff_a=10
13000000000	2685	-2296	-437	535	1172	3746	2617	-831	1148
130000000000	2389	-6521	-2998	-5586	4161	2134	-2400	1911	2799
1300000000000	1663	-16857	-4238	3401	1319	11046	4385	-9315	12958
13000000000000	5327	-15900	54719	-13780	30403	7351	74838	22169	11503

## N = 19
x	count_a=1	count_a=2	count_a=3	count_a=4	count_a=5	count_a=6	count_a=7	count_a=8	count_a=9	count_a=10	count_a=11	count_a=12	count_a=13	count_a=14	count_a=15	count_a=16	count_a=17	count_a=18
13000000000	32475282	32474783	32475698	32477767	32477925	32476008	32477351	32475463	32474673	32477960	32475978	32473868	32477397	32475960	32475563	32474471	32476254	32477798
130000000000	294227662	294232596	294236081	294232634	294230767	294226406	294226327	294227799	294223755	294232818	294230160	294230636	294232829	294232834	294225744	294226789	294225349	294237063
1300000000000	2689540809	2689538841	2689553733	2689568343	2689551988	2689538542	2689547452	2689548300	2689544061	2689539253	2689533824	2689543676	2689548654	2689531800	2689537274	2689540582	2689543667	2689562043
13000000000000	24768400293	24768418257	24768460995	24768437831	24768412468	24768398368	24768421917	24768414219	24768405224	24768479763	24768398802	24768431182	24768424852	24768448620	24768395139	24768399323	24768408872	24768454485
# diffs pi(x;19,a)-pi(x;19,1)
x	diff_a=2	diff_a=3	diff_a=4	diff_a=5	diff_a=6	diff_a=7	diff_a=8	diff_a=9	diff_a=10	diff_a=11	diff_a=12	diff_a=13	diff_a=14	diff_a=15	diff_a=16	diff_a=17	diff_a=18
13000000000	-499	416	2485	2643	726	2069	181	-609	2678	696	-1414	2115	678	281	-811	972	2516
130000000000	4934	8419	4972	3105	-1256	-1335	137	-3907	5156	2498	2974	5167	5172	-1918	-873	-2313	9401
1300000000000	-1968	12924	27534	11179	-2267	6643	7491	3252	-1556	-6985	2867	7845	-9009	-3535	-227	2858	21234
13000000000000	17964	60702	37538	12175	-1925	21624	13926	4931	79470	-1491	30889	24559	48327	-5154	-970	8579	54192

## N = 23
x	count_a=1	count_a=2	count_a=3	count_a=4	count_a=5	count_a=6	count_a=7	count_a=8	count_a=9	count_a=10	count_a=11	count_a=12	count_a=13	count_a=14	count_a=15	count_a=16	count_a=17	count_a=18	count_a=19	count_a=20	count_a=21	count_a=22
13000000000	26572216	26571035	26571558	26572466	26572273	26572228	26570986	26571461	26570787	26570688	26572661	26570224	26572786	26570265	26571531	26571850	26571267	26568894	26570743	26571375	26571541	26571364
130000000000	240733816	240733294	240733542	240734944	240731911	240728617	240738336	240731561	240731649	240732134	240734619	240732409	240732298	240734818	240737069	240731063	240737392	240738314	240728894	240733260	240739607	240728702
1300000000000	2200536308	2200537788	2200538575	2200519593	2200535288	2200537324	2200532569	2200527034	2200540707	2200551419	2200526307	2200546085	2200535656	2200535783	2200553049	2200535412	2200545828	2200550769	2200550117	2200521060	2200518031	2200538140
13000000000000	20265062351	20265050677	20265047997	20265033834	20265079273	20265082902	20265092009	20265101252	20265059064	20265105511	20265055411	20265124404	20265041369	20265060688	20265039344	20265037145	20265048633	20265058642	20265141678	20265093215	20265117135	20265078076
# diffs pi(x;23,a)-pi(x;23,1)
x	diff_a=2	diff_a=3	diff_a=4	diff_a=5	diff_a=6	diff_a=7	diff_a=8	diff_a=9	diff_a=10	diff_a=11	diff_a=12	diff_a=13	diff_a=14	diff_a=15	diff_a=16	diff_a=17	diff_a=18	diff_a=19	diff_a=20	diff_a=21	diff_a=22
13000000000	-1181	-658	250	57	12	-1230	-755	-1429	-1528	445	-1992	570	-1951	-685	-366	-949	-3322	-1473	-841	-675	-852
130000000000	-522	-274	1128	-1905	-5199	4520	-2255	-2167	-1682	803	-1407	-1518	1002	3253	-2753	3576	4498	-4922	-556	5791	-5114
1300000000000	1480	2267	-16715	-1020	1016	-3739	-9274	4399	15111	-10001	9777	-652	-525	16741	-896	9520	14461	13809	-15248	-18277	1832
13000000000000	-11674	-14354	-28517	16922	20551	29658	38901	-3287	43160	-6940	62053	-20982	-1663	-23007	-25206	-13718	-3709	79327	30864	54784	15725
