q	x	a	E_observed	E_K25	E_K50	E_K100
19	688679995367	2	7.00433363967	6.58218482857	6.98901692581	7.02028044449
19	721125209903	2	6.56481699303	5.19372825507	4.65643350027	4.70197058297
19	755098989162	2	2.82759550344	2.07479382975	2.0817227552	1.71541692801
19	790673347157	2	0.427580490229	-0.138964635413	0.414321996693	-0.0103675919391
19	827923690639	2	2.83921156722	1.79311191857	1.28603336186	2.08250784967
19	866928978933	2	7.22394904933	6.60676032825	6.49983639446	5.33947447464
19	907771891314	2	11.0190714353	9.25980790081	9.92738171642	10.5961932466
19	950539002253	2	7.37980241341	8.0805178993	7.40459961814	7.29098357538
19	995320964936	2	7.1850333512	6.51749252612	6.77957723605	6.742859476
19	1000000000000	2	7.18384444197	6.44451425135	6.97282157271	6.83243139688
19	1042212703416	2	6.51361223842	5.92334668087	5.9425501798	5.88735439435
19	1091313613827	2	4.10785281845	3.31304232624	3.50418598877	3.84301180569
19	1142727775070	2	-1.7148231895	-1.17028299997	-1.87502222674	-1.76064549237
19	1196564169430	2	-3.02812678852	-2.84774022456	-1.83444458119	-2.84797216335
19	1252936913585	2	0.188141204768	-1.2268144087	-2.01578311451	-1.45859127068
19	1300000000000	2	-0.866616892422	-0.842694018081	-1.60677869549	-1.53124661175
19	1311965500497	2	-0.64851993114	-1.08221942244	-0.928891231251	0.0420926476587
19	1373775052704	2	-3.42599100798	-3.21566123158	-2.74232608019	-3.34974818671
19	1438496587537	2	-4.49926503877	-3.73695585292	-4.46773348488	-4.36213674508
19	1506267294840	2	-2.67232548889	-2.58959008348	-2.0211942604	-2.35044663463
19	1577230827771	2	-2.82231466359	-3.1435568174	-3.38265384647	-3.48646858134
19	1651537607297	2	-3.15350071104	-4.78026852215	-4.68477164995	-4.4255026132
19	1729345141047	2	-5.24016805133	-4.54583349572	-4.88464032272	-5.98587516849
19	1810818357179	2	-1.5298025151	-3.34867882012	-2.47907692952	-2.01217188472
19	1896129953972	2	-2.27275291533	-3.64260716799	-4.98010712433	-3.41122640652
19	1985460765900	2	-4.08467962881	-4.6110515342	-3.23174399754	-3.65826853561
19	2079000146941	2	-7.61474993394	-4.40611635279	-5.30383431875	-6.59365021972
19	2176946371954	2	-2.48186073541	-3.47504570958	-3.30601790272	-2.52149755464
19	2279507056955	2	-3.16547227283	-2.71643667113	-2.38456071485	-3.0701182996
19	2386899599205	2	-0.282914607856	-1.30662675585	-1.59101614763	-0.411707469102
19	2499351638022	2	0.949730332973	1.45604037576	1.24106326848	0.850084199149
19	2617101537311	2	3.56448168879	3.81034625361	4.51758978149	4.67608408898
19	2740398890815	2	2.14371089051	3.73819605191	3.00619092439	2.45011769345
19	2869505051187	2	2.94901695076	3.15991572028	3.38051934787	2.46340726423
19	3004693683969	2	7.60315274737	5.68143073859	6.09861019834	7.42786534731
19	3146251347683	2	10.1836082477	10.0221964571	9.39927028543	8.92794667048
19	3294478101250	2	11.5756470866	11.8928349146	12.0719297039	12.2558270777
19	3449688140017	2	12.6349302443	11.5508115552	12.1293967498	12.2401032127
19	3612210461760	2	12.3000168008	11.6718611528	10.6270683158	11.065579033
19	3782389564056	2	10.8893500547	11.0057822275	11.8897661047	12.1515159454
19	3960586174514	2	8.36936397479	8.37209961797	8.05027128039	7.73095616917
19	4147178015404	2	6.73764369806	6.78789094072	6.69733113748	6.68554484232
19	4342560604319	2	7.00647770488	7.46187849202	7.46641090981	6.11715515092
19	4547148092543	2	10.5474755731	8.44290317075	8.86623780812	8.56406632851
19	4761374142932	2	12.1851617605	10.4764670848	9.75032721196	10.7794827407
19	4985692849142	2	15.1608800658	13.5188351593	14.1039553657	13.8298925995
19	5220579698171	2	15.2759259813	12.4750024007	12.3883758743	13.5787230333
19	5466532578244	2	6.48519745623	7.12543654138	6.69776902018	5.9456977593
19	5724072834185	2	6.41475992537	5.21313078825	5.90874803446	5.86759967904
19	5993746372511	2	8.92050085024	7.67667635616	6.97425436937	7.92946896618
19	6276124818579	2	6.97933352259	6.65139720696	7.22999666861	6.841644776
19	6571806728266	2	1.65515653827	1.60642561279	1.18741166458	0.9608789492
19	6881418856717	2	1.44314702933	-0.222463110135	0.011395067499	-0.183616835234
19	7205617486879	2	1.88995670774	2.0753181136	2.04082384862	1.15935202034
19	7545089820617	2	6.03640580398	4.03242547204	3.9364720601	4.49795841151
19	7900555435372	2	4.11820875992	4.81931373696	4.8632128486	5.08903062705
19	8272767809448	2	6.65553696612	5.43816630511	5.66830444938	5.61344163891
19	8662515919149	2	4.88830424625	6.19384137528	5.56267270106	5.41679406515
19	9070625911176	2	10.1676970209	8.19650366173	9.16285800855	8.76600534589
19	9497962853795	2	8.53675198959	9.90386090757	8.84798977676	9.15278533162
19	9945432570527	2	11.0244216802	7.93137121455	8.78676220271	9.72564771757
19	10000000000000	2	9.49164129308	7.51553828968	8.64729760925	9.37853708301
19	10413983560209	2	5.34557741713	5.27461054209	4.76316456955	4.95785559147
19	10904609007526	2	6.13196400243	6.78119095135	7.06720731946	6.50251117674
19	11418348888254	2	7.69449512216	7.90927146951	7.53884396911	7.85988455292
19	11956292173695	2	4.01367911251	3.09834276243	3.82361095965	2.39490461499
19	12519579138962	2	-1.59481093579	-1.72996840212	-2.83121128427	-2.14611796551
19	13000000000000	2	2.7080262347	-0.509306655496	0.423009749528	0.248634390143
19	13109403780009	2	2.02669217358	0.305768931546	1.55225823284	1.45472442569
19	13727016344541	2	6.12008386938	5.1039377092	3.98621945667	5.0470399278
