# generator=PARI/GP q=19 conrey_m=2 height=160 divz_a=128 divz_b=192 precision_digits=38 min_count=100
# PHASE	q	conrey_m	conductor	character_order	a	chi_phase_turns
# CHECK	q	conrey_m	count_a	count_b	max_abs_difference	max_abs_lfun_at_zero	status
# ZERO	q	conrey_m	index	gamma
PHASE	19	2	19	18	1	0
PHASE	19	2	19	18	2	1/18
PHASE	19	2	19	18	3	13/18
PHASE	19	2	19	18	4	1/9
PHASE	19	2	19	18	5	8/9
PHASE	19	2	19	18	6	7/9
PHASE	19	2	19	18	7	1/3
PHASE	19	2	19	18	8	1/6
PHASE	19	2	19	18	9	4/9
PHASE	19	2	19	18	10	17/18
PHASE	19	2	19	18	11	2/3
PHASE	19	2	19	18	12	5/6
PHASE	19	2	19	18	13	5/18
PHASE	19	2	19	18	14	7/18
PHASE	19	2	19	18	15	11/18
PHASE	19	2	19	18	16	2/9
PHASE	19	2	19	18	17	5/9
PHASE	19	2	19	18	18	1/2
CHECK	19	2	132	132	0.e-38	3.97500702508789079817784127124 e-36	PASS
ZERO	19	2	1	2.3927644441546036093203898428510003917
ZERO	19	2	2	5.3701190037218313450081613160151195280
ZERO	19	2	3	6.5914277258732388142479490038237764079
ZERO	19	2	4	8.6735453472623648586432582385970504667
ZERO	19	2	5	11.635351450120620218563245761694616436
ZERO	19	2	6	12.957993166777428429706478757886768480
ZERO	19	2	7	13.886795099461002881282988542891242528
ZERO	19	2	8	15.984677143266472052405868933658863273
ZERO	19	2	9	17.401930689589501598368108924920745931
ZERO	19	2	10	19.180575876783693357504701802276327598
ZERO	19	2	11	21.071723502346221857968274427526471038
ZERO	19	2	12	22.314254366910893415330250094988852115
ZERO	19	2	13	23.971525211878448328672663842460025794
ZERO	19	2	14	24.763826382247811897420968436766404286
ZERO	19	2	15	25.915809622831449249635517468473923576
ZERO	19	2	16	28.826426157829077255156313406885623726
ZERO	19	2	17	29.306760612228359250795421044868237520
ZERO	19	2	18	31.087459489202822314898925606453843515
ZERO	19	2	19	31.971763523267286440591611540525500539
ZERO	19	2	20	33.567352395209364009020898367159268113
ZERO	19	2	21	34.803493837508893892373719786704531938
ZERO	19	2	22	35.973527485234823231916095648758447865
ZERO	19	2	23	37.595597071791084603932553010601333398
ZERO	19	2	24	39.435142442392381401664063617523687594
ZERO	19	2	25	40.592941166728081664604967384841530859
ZERO	19	2	26	41.356431658823657557120538710270763248
ZERO	19	2	27	42.400453184562384709078039803118336256
ZERO	19	2	28	43.975371534580680257350647516515429557
ZERO	19	2	29	45.220177167432961988193053368646100170
ZERO	19	2	30	47.258950654329378608574946158643824128
ZERO	19	2	31	48.025138689600071509057203632334725573
ZERO	19	2	32	48.926200782933864170432956123332243920
ZERO	19	2	33	50.833183121950626251464220573321821744
ZERO	19	2	34	51.601578370457436012619071085818331033
ZERO	19	2	35	52.782716188137154683023995281777747919
ZERO	19	2	36	53.564376686933680384117145251733145981
ZERO	19	2	37	55.643355107338076645715139347332368325
ZERO	19	2	38	57.183516949201961933471266004070406448
ZERO	19	2	39	57.911922567561466220877822671901697875
ZERO	19	2	40	59.060733392830387452968441373657718206
ZERO	19	2	41	60.258565051113973486921538229697311175
ZERO	19	2	42	60.884769021628865355767225858463675553
